product_name,id,tag,tag 2,tag 3,tag 4,point_flag,more_msg,point,date,txt,txt 2,txt 3,txt_inner,txt_beauty,num,ico_offlineStore
바이오더마 하이드라비오 세럼,사각이,건성,쿨톤,주름,홍조,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,"바이오더마 하이드라비오 수분라인 같이 썼는데, 속건조 잘 잡아주고 댕기는게 덜했어요.트러블도 안나도 무난하게 쓸 수 있는 수분라인 같아요~","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",3,
바이오더마 하이드라비오 세럼,초코랑양,건성,웜톤,모공,미백,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.07.05,건성에 좋아요,보습에 좋아요,자극없이 순해요,자극없이 너무 순하구요. 에센스 로션과 같이 사용중인데 촉촉함이 오래가면서 끈적임이 없어서 좋아요. 피부가 부드러워지면서 속건조도 잘 잡아줘요,,0,
바이오더마 하이드라비오 세럼,서여미9,복합성,,,,,,5점만점에 5점,2025.06.17,복합성에 좋아요,진정에 좋아요,자극없이 순해요,"1. 구매경로다른 제품 사면서 받은 샘플로 처음 써봄. 너무 좋아서 망설임 없이 본품 구매함.2. 피부타입홍조가 잘 생기고 얼굴에 열감이 자주 오르는 편.3. 첫인상바르자마자 느껴지는 즉각적인 쿨링감이 인상적이었음. 인위적으로 화한 느낌이 아니라, 수분감으로 피부 온도를 자연스럽게 내려주는 기분임.4. 제형묽은 젤 타입. 끈적임 없이 산뜻하게 흡수됨. 속은 촉촉한데 겉은 보송하게 마무리되는 느낌.5. 사용법저녁 스킨케어 때 토너 다음 단계에서 사용함. 원래 쓰던 크림(센시비오 디펜시브)을 덧발라 마무리해 줌.6. 효과다음 날 피부가 진정된 게 느껴짐. 울긋불긋했던 피부 톤도 많이 가라앉아 있었음.7. 재구매의사홍조나 열감으로 고민인 사람에게 추천. 샘플 써보고 본품까지 산 건데 아주 만족스러움. 재구매 의사 있음.","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1,
바이오더마 하이드라비오 세럼,df****,건성,쿨톤,민감성,잡티,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.02,건성에 좋아요,보습에 좋아요,보통이에요,얘도 한 10통은 쓴 듯건성인데 여름에 쓸 때 가장 효과 좋아요 피부 속까지 쫀쫀하게 채워주는데 두껍거나 끈적이지는 않음!!,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,
바이오더마 하이드라비오 세럼,ko나연,복합성,쿨톤,각질,다크서클,,,5점만점에 5점,2025.06.21,복합성에 좋아요,보습에 좋아요,자극없이 순해요,속건조 진짜 심한데 바이오더마 제품이 속보습에효과 좋은 것 같아요!!! n통째 잘 쓰고있어용,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,매장
바이오더마 하이드라비오 세럼,eunaagg,,,,,,,5점만점에 5점,2025.07.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,테스트 후 좋은 제품인건 알고 있었지만 가격이 비싸서 고민중이었다가 세일 하길래 바로 구매했어요 사용후 느낀점-진짜 정말 보습 잘 채워줍니다. -끈적이거나 유분광이 없어요 수분제품 중 가장 보송하게 마무리됨-화잘먹템으로 추천 !!***용량만 제발 크게.....크게...가격 조금만 싸게.....해주세요...,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,매장
바이오더마 하이드라비오 세럼,알랑구,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.01,복합성에 좋아요,진정에 좋아요,보통이에요,촉촉해요 메이크업 하기 전에 바르면 피부에 수분 충전 완료임,,0,
바이오더마 하이드라비오 세럼,알랑구,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.01,복합성에 좋아요,진정에 좋아요,보통이에요,촉촉해요 메이크업 하기 전에 바르면 피부에 수분 충전 완료임,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,매장
바이오더마 하이드라비오 세럼,초코랑양,건성,웜톤,모공,미백,,,5점만점에 4점,2025.06.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,바이오덤마 에센스로션 지인추천받아 사용하니 좋아서 세럼도 구매해봤어요. 피부에 자극도 없고 끈적임없이 촉촉하고 너무 맘에드네요,,0,
바이오더마 하이드라비오 세럼,고양이마녀,,,,,,,5점만점에 5점,2025.06.21,지성에 좋아요,진정에 좋아요,보통이에요,사려던 제품없어서 여름용 세럼으로 구매 가벼운 제형이라 딱 생각했던대로에여 건성피부인 분들은 비추,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,매장
바이오더마 하이드라비오 세럼,파슬리820,,,,,,,5점만점에 5점,2025.06.19,건성에 좋아요,보습에 좋아요,자극없이 순해요,아침에 세수하고 조금 물은 세럼 이후에 발라주면 프라이머 역할처럼 피부를 잘 세팅 해줘서 몇 년 전부터 꾸준히 사용 중인 제품이에요! 제형이 진짜 신기 한데 전 너무 마음에 들어요ㅎㅎ,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,매장
바이오더마 하이드라비오 세럼,ko****,건성,봄웜톤,,,,,5점만점에 5점,2025.06.22,건성에 좋아요,보습에 좋아요,자극없이 순해요,순하고 보습도 잘되고 발림성 흡수력 모두좋아요완전히 무향인 제품은 아니고 제가 느끼기엔 뭔가 약하게 좋은 향이 나는데 결코 인위적인 냄새는 아니라서 괜찮았습니다. 아쉬운 점은 얼마나 남았는지 가늠이 안되는 불투명한 용기.. 그래도 거의 끝까지 잘 나오는 펌프식이라 편안하게 사용하고 있어요. 두 개 세트로 구입해서 다 쓰려면 한참 걸리겠지만 재구매의사 있어요!,,0,
바이오더마 하이드라비오 세럼,heran****,,,,,,,5점만점에 3점,2025.06.12,복합성에 좋아요,진정에 좋아요,자극없이 순해요,유명해서 한번 써보고싶엇어요 수부지피부이고 속당김을 많이 느낍니다 일단 제형이 물같진 않고 되직하네요 물같은 세럼만 사용하다가 좀 되직한건 처음 써봅니다 바르고나면 촉촉하긴해요 근데 제형이 좀 익숙치않아서 어색합니다 ㅋ근ㄷㅔ 막상 바르면 또 좋아요 유분도 잘 잡아주고 마무리가 보송한 편입니다  일단 나쁘진 않은ㄷㅔ 더 써볼께요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,
바이오더마 하이드라비오 세럼,su****,지성,여름쿨톤,각질,미백,,,5점만점에 5점,2025.06.10,지성에 좋아요,보습에 좋아요,자극없이 순해요,N번째 구매입니다 말해 뭐해요 너무 좋아요.. 주변에 많이 추천해줬고 주변에서도 만족했어요 ㅎㅎ 가격이 좀 있는 편이긴 하지만 그래도 넘 만족해요 세럼 유목민인 저를 정착시켰어요 수부지 민감성인 분들께 정말 강추입니다! 촉촉해요 정말!!! 사계절 다 쓰기 좋아요!!! 해당 라인 에센스 로션도 강추입니더🫶,,0,
바이오더마 하이드라비오 세럼,니타냥,복합성,겨울쿨톤,다크서클,미백,,,5점만점에 5점,2025.06.02,건성에 좋아요,보습에 좋아요,자극없이 순해요,"여러분, 저 진짜 요즘 인생 세럼을 찾았잖아요! 🤩 건성 피부에 속 건조 심한 분들은 제발 주목해주세요.제가 평소에 뭘 발라도 피부 속이 당기는 느낌이 들고, 메이크업도 잘 안 먹어서 스트레스가 이만저만이 아니었거든요. 근데 이거 쓰고 나서 피부가 완전 달라졌어요! 😲이 세럼 바르고 나면 피부 속까지 수분이 꽉 채워지는 느낌이 들어요. 겉만 번지르르한 게 아니라, 피부 속부터 촉촉함이 차오르니까 하루 종일 건조함 없이 편안하더라고요. 끈적임도 전혀 없고, 싹 스며들어서 답답한 거 싫어하시는 분들도 편하게 쓰실 수 있을 거예요","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,
바이오더마 하이드라비오 세럼,yhlee****,,,,,,,5점만점에 5점,2025.07.09,복합성에 좋아요,진정에 좋아요,보통이에요,너무 만족하며 사용중입니다. 항상 이 제품만 사용중이에요,,0,
바이오더마 하이드라비오 세럼,yhlee****,,,,,,,5점만점에 5점,2025.07.09,복합성에 좋아요,진정에 좋아요,보통이에요,항사우만족하며 사용하는 제품입니다. 항상 이제품만 사용합니다,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,
바이오더마 하이드라비오 세럼,kyy****,,,,,,,5점만점에 5점,2025.07.08,복합성에 좋아요,진정에 좋아요,자극없이 순해요,신랑이랑 하나씩 나눠 바르고 있는데 끈적이는거 싫다고 잘 안바르는 사람이 이건 꼬박꼬박 챙겨바르네요 촉촉하고 번들거리지 않아요,,0,
바이오더마 하이드라비오 세럼,kyy****,,,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.07.08,지성에 좋아요,진정에 좋아요,자극없이 순해요,바이오더마 세럼 너무 좋아서 재구매했어요건조함도 잡아주고 번들거림도 없네요,,0,
바이오더마 하이드라비오 세럼,올리브영원히히,트러블성,쿨톤,모공,민감성,,,5점만점에 5점,2025.06.24,복합성에 좋아요,보습에 좋아요,자극없이 순해요,몇통째 사용중..속보습 중요한 피부인지라 바이오더마 좋아하고애정합니다.특히 요 세럼은 보습은있는데 마무리가 깔끔해서 겹발라도 미끄럼없고 유분돌지않아요.가격이 살짝부담스러워 듀오기획 세일할때 큰맘 먹고 사두고 쟁여쟁여합니다,,0,
바이오더마 하이드라비오 세럼,숑이요,,,,,,,5점만점에 5점,2025.06.05,건성에 좋아요,보습에 좋아요,자극없이 순해요,화장품도 내성이 있다는 말에 바이오더마 세럼 2통 다쓰면 다른 세럼 사용했다가 돌아오는 편인데 바이오더마세럼같은 효과를 주는 것은 아직 없네요 ㅠㅠ 속건조에는 무조건 바이오더마 세럼입니다 !!,,0,
바이오더마 하이드라비오 세럼,꺄하하하,민감성,여름쿨톤,각질,다크서클,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.03,복합성에 좋아요,진정에 좋아요,보통이에요,세일할 때 쟁이면 너무 조흠자주자주 애용할 수 이써효-!헤헤,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,매장
바이오더마 하이드라비오 세럼,누리의뷰티일기,복합성,여름쿨톤,다크서클,블랙헤드,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.01,건성에 좋아요,보습에 좋아요,보통이에요,무향이 아니라서 호불호 갈릴 것 같기는 한데 이거 바르고 크림 발라주면 건성 여름나기 좋아요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,
바이오더마 하이드라비오 세럼,뀽융,복합성,봄웜톤,주름,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.01,건성에 좋아요,보습에 좋아요,자극없이 순해요,항상 사는 제품인데 재고가 많이 없어서 너무 아쉬워요 ㅠㅠㅠ,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,매장
바이오더마 하이드라비오 세럼,TAN,,,,,,,5점만점에 5점,2025.06.26,건성에 좋아요,보습에 좋아요,자극없이 순해요,늘 사용중입니다 할인할때 사면 그래도 많이  비싼건 아닌거같아요 8ㅁ8 단독도 나쁘진않은데 크림에 섞어서 바르면 수분감 채워주면서 훨씬 좋아서 그렇게 계속 사용하고 있어요,,0,
바이오더마 하이드라비오 세럼,낍잉,,,,,,,5점만점에 5점,2025.06.27,복합성에 좋아요,보습에 좋아요,자극없이 순해요,바이오더마 믿고 사용해요. 세럼이라 그런지 조금만 발라도 확실히 수분감이 있다고 느껴지네요. 여름이라 무거워서 스킨케어 단계 줄였는데 가끔 속건조 느껴지면 이 세럼 발라요. 그럼 유분감 없이 속건조만 잡혀서 좋아요. 무겁지도 않고 소량으로도 넓은 부위에 발려서 좋네요.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,매장
바이오더마 하이드라비오 세럼,좋으니까좋아,,,,,,,5점만점에 5점,2025.06.02,복합성에 좋아요,보습에 좋아요,자극없이 순해요,몇년째 계속 쓰고 있는 제품인데 순하고 트러블도 잘 없어서 또 샀습니다. 찐덕임이 없고 바로 스며들어 저는 여름에 주로 쓰는 편이에요,,0,
바이오더마 하이드라비오 세럼,리아짱짱,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.08,복합성에 좋아요,진정에 좋아요,보통이에요,두개 기획일때 사야해요  매장에는 하나 짜리 밖에 없어서 슬퍼요 두개 내놔ㅓ,,0,
바이오더마 하이드라비오 세럼,dall****,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.28,복합성에 좋아요,보습에 좋아요,자극없이 순해요,이 제품 쓰기 전에 여름에도 얼굴이 찢어질 듯이 건조하고 토*든 제품을 썼었는데 아예 속건조가 안잡히고 더 심해져서 속건조에 좋다는 다른 제품 찾다가 쓰게 되었어요 한 6개월 정도 계속 사용해줬는데 이젠 거의 건조함을 못느낄 정도로 많이 개선되었습니당ㅎㅎ 바이오더마 그저 빛✨✨,,0,
바이오더마 하이드라비오 세럼,양잉ㅇ,트러블성,봄웜톤,피지과다,,,,5점만점에 5점,2025.06.16,복합성에 좋아요,진정에 좋아요,보통이에요,아주조아요 촉촉하고 그렇지만 너무 기름기 돌지도 않고 수부지강추,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,
바이오더마 하이드라비오 세럼,chlakflsk,복합성,쿨톤,각질,다크서클,,,5점만점에 5점,2025.06.11,건성에 좋아요,보습에 좋아요,자극없이 순해요,바이오더마 세럼 여름에 꼭 필수템인거같아요 ㅜㅜ 부들부들하게 마무리되서 너무 좋아요 ㅜㅜ,,0,
바이오더마 하이드라비오 세럼,kangpark****,지성,여름쿨톤,각질,블랙헤드,,,5점만점에 5점,2025.06.30,복합성에 좋아요,진정에 좋아요,보통이에요,너무 좋아요. 제품이 좋은거 같애요. 잘 사용하고 있습니다.,,0,
바이오더마 하이드라비오 세럼,상키,,,,,,,5점만점에 5점,2025.06.20,건성에 좋아요,보습에 좋아요,자극없이 순해요,좋습니다 자극 없고 촉촉하고 민감성 피부에도 부담없이 사용할 수 있씁니다,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,매장
바이오더마 하이드라비오 세럼,행복한미역,건성,가을웜톤,민감성,탄력,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2024.12.01,건성에 좋아요,보습에 좋아요,자극없이 순해요,좋아요더블기획 4만원대에샀다가세일해서 35인가 37하길래 쟁여둔다고 샀어요그만큼 전 수분에센스치고 좋았어요.물제형이아니고 거의 수분크림제형입니다.수영끝나고 쌱바르고 집에올때 찬바람 맞아서 건조함 안느끼는제품이고이거 바르고 속건조 느낀적 없구요단점은비싸다뿐이지 펌핑용기도좋고꾸준히쓸듯,,4,
바이오더마 하이드라비오 세럼,행복한미역,건성,가을웜톤,민감성,탄력,,,5점만점에 5점,2024.10.14,건성에 좋아요,보습에 좋아요,자극없이 순해요,"뜯어놓고 쓰는 앰플만 6가지가 됩니다. 병풀, 나이아신아마이드, 레티놀,비타민씨,니들샷,프로폴리스 이렇게요.그만큼 다양한 앰플들을 많이 써왔고최근에는 나이아신아마이드랑 프로폴리스 많이 사용하는데 프로폴리스가 똑 떨어져서 새로운 보습앰플을 새로운거로 채우고 싶어서 찾던중 이 제품을 선택.올영가서 직접 체험도 해봤는데 다른 제품들에 비해서 쉽게 날아가지 않더라고요. 다른것들은 보습이라고는 하지만 손등에서 조차도 바르고나면 끝이 보송해진달까. 건성인 나에게는 100프로 부족할것 같더라고요. 그런데 이제품은 계속 좀 촉촉함이 남는 제품이었고.가격이 비싸다는 단점이 있겠지만. 앰플은.. 비싼게 값을 한다는 주의여서..특히나 더모코스메틱을 애정하는 사람으로서 제 화장대에 라로,아벤,바이오더마들이 채워져있는 사람으로서.. 이 제품을 안써볼수 없겠더라고요. 온라인몰기획으로 1+1할때 42천원 정도에 구매했습니다. 맘에들면 한달후기나 재구매로 찾아오겠습니다.",,7,
바이오더마 하이드라비오 세럼,쟘이,건성,가을웜톤,미백,아토피,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2023.12.31,건성에 좋아요,보습에 좋아요,자극없이 순해요,"저는 바이오더마의 하이드라비오 스킨케어 라인을 아주 잘쓰고 있어요. 토너부터 에센스로션, 세럼과 크림까지!결론적으로는 크림 빼고는 모두 만족스럽게 사용하고 있습니다. 크림은 밀림이 심하더라구요 ㅎ..세럼은 펌핑형태고 얄상한 용기라서 손에 잘감깁니다! 한번 펌핑했을 때 적당한 용량이 나외서 바르기 편해요!향은 제가 바이오더마 하이드라비오 라인 향을 다 좋아해서 개인적으로 마음에 들었습니다. 반투명한 색의 꾸덕한 제형인데 굉장히 매끄럽게 발려요! 촉촉하고 부드러우면서 흡수도 잘됩니당.가끔 귀찮을 때는.앞단계를 다 뛰어넘고 세럼만 슥슥 바르고 자기도 해요 ㅎㅎ 제가 써보고 좋아서 언니한테도 추천해서 같이 잘쓰고 있습니다. 발림성 좋고 촉촉한 세럼 찾는 분들께 추천드리는 제품입니다~","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2,
