product_name,id,tag,tag 2,tag 3,tag 4,point,date,txt_inner,point_flag,more_msg,thum src 4
아비브 수분초 히알루론 패드 하이드레이팅 터치,다랸,복합성,가을웜톤,다크서클,미백,5점만점에 5점,2025.06.26,수분 가득 패드에용 여름에 올려주고 화장하기 좋아요!! 최고야!,,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,꺼억이,복합성,여름쿨톤,블랙헤드,잡티,5점만점에 5점,2025.05.13,이거 구라안치고 작년부터 리필까지 포함하면 열몇통은 산 듯이거 구라면 서면 한복판에서 똥쌈아무튼 수분 채워주기에 좋고 부드러운 면으로 전 팩토 닦토 다 함 피부가 예민하고 접촉성도 겨우 치료한거라…어성초가 유명해서 어성초 먼저 써봤는데 건성들 스킨케어 1단계에 수분 채워쥬고 열감 내리기 좋음 추천,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,요이냥,복합성,봄웜톤,민감성,트러블,5점만점에 5점,2025.07.04,이거 리뷰 벌써 두번째 적는 거 같은데 세번짼가이 친구 겨울내내 제 수분을 꼬옥 챙겨준 소중한 아이임미다여름이라 현재는 안 쓰고 있지만... 겨울에 다시 복귀할 예정.패드도 자극적이지 않아서 닦토 가능. 팩토 가능.촉촉하고 수분감 댕쩔었음 좋겠성!! 하시면 구매하십셔,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,당뵤,복합성,여름쿨톤,각질,모공,5점만점에 5점,2025.06.15,아침 저녁 수정화장 뭐든 이걸로 써서 산지 얼마 안됏는데 바로 다시 구매 갈겨버림 수부지 피부인 저는 에센스 왕많고 수분 짱짱한 제품 선호하는데 이게 바로 라잇 디스 팩토도 좋아 닦토도 좋아 그냥 좋아 개인적으로 에센스 많고 수분 많아서 팩토가 가장 좋아요 속수분 쨩쨩하게 넣어줍니다ㅋ,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,limha****,,,,,5점만점에 5점,2025.07.08,다른것도 써봤는데 다시 요아이로 재구매 해요무겁지 않고 촉촉하니 좋아요,,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,envy****,,,,,5점만점에 3점,2025.06.18,여러모로 아쉬운 제품. 요즘엔 얇은 패드가 대세인데 예전의 두꺼운 패드로 팩보다는 닥토 용도가 맞는듯. 그리고 용기가 제일 별로인데 뚜껑을 여닫는게 너무 불편함. 패드 제품 중 돌려서 여닫는 스타일의 이 제품이 유일할듯! 너무 불편함,,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,임유리,,,,,5점만점에 5점,2025.07.05,"저는 복합성 피부인데, 이 제품 정말 촉촉하고 너무 만족스러웠어요.특히 여름에 사용하기 좋은 가벼문 제형이라 피부에 자극 없이 산뜻하게 수분을 채워줘요.패드를 얼굴에 올려두면 피부가 금세 진정되고, 사용 후에는 촉촉하고 부드러운 피부결이 느껴져요. 무엇보다 피곤한 날 붙이면 피부도,기분도 편안해지는 느낌이라 자꾸 손이 가요. 데일리 케어로 추천드리고 싶은 제품이에요.🩵💙",,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,망로미,트러블성,여름쿨톤,각질,다크서클,5점만점에 5점,2025.07.09,이 패드 좋은데 왜 안유명한지 모르겠습니다....수분용으로 매우 좋아요뭔가 피부가 보들보들해지는 느낌도 있슺니당...전 늘 화장하기전에 해줘요!,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,키위모리,민감성,여름쿨톤,다크서클,민감성,5점만점에 5점,2025.07.04,"수분라인이라 무난하게 쓰기 좋아요 ~! 가끔 할인 안 하면 사기 좀 망설여지는 가격이지만 ^^,, 어성초에 가려진 수분라인이랄까 건성에게 추천핑이에요 할인 좀 자주 해주쇼",,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,스누피와오디,민감성,가을웜톤,민감성,블랙헤드,5점만점에 5점,2025.07.04,그다지 싼 편은 아니지만 미국 친구 놀러왔을 때 사줬어요. 미국은 토너패드가 흔하지 않다고 해서..,,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,kelly****,,,,,5점만점에 5점,2025.06.30,사계절 내내 사용중이에요 기초 바르기 전에 팩 붙여놓으면 화장이 잘 돼요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,dmsdm****,,,,,5점만점에 5점,2025.06.26,아비브 패드는 저번에 사용하고 너무 만족스러워서 구매해요~ 저자극 고수분으로 세안 후 기초 마무리 하기 좋습니다,,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,잘익은황도,,,,,5점만점에 5점,2025.05.15,수분충전하기 좋은 닦토패드 중 하나인것 같아요저한테 잘 맞고..아비브상품중에 주로 늦겨울~늦봄까지사용하는 제품입니다,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,soobox****,건성,봄웜톤,다크서클,미백,5점만점에 5점,2025.06.03,인터넷으로 살까 오프라인으로 살까 하다가 오프라인으로 샀어용 지금 이 제품만 오래 사용중이라 다른걸로 바꿔볼까 하기도 해서 살까 말까 한참을 고민하다가 그냥 샀는데 무난무난 사용하기 좋아요 별다른 특별한 제품이 나오지 않는 이상 그냥 그대로 쭉 사용할거 같아요!,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,코코585,,,,,5점만점에 5점,2025.06.01,"🌟한달 사용 리뷰🌟아이브 닦토용으로도 스킨을 구매해서 잘 쓰고 있는데 제 개인적으로는 패드용이 훨씬 나은거 같음 !!패드로 되어있어 이미 패드 안에 앰플도 충분하게 있고, 팩처럼 머리 말리는 동안 열감 내려줄 겸 이마, 양 볼 위에 올려놓고 사용 중인데 확실히 속건조도 잡아주고 수분감도 채워주는 더 같아 만족하며 사용 중입니다제 피부랑 아비브 브랜드랑 잘 맞는 거 같아 여기 정착하지 않을까 싶어요 ~ 이 패드는 가성비도 좋고 올리브영 매장에서 추천해주셔서 지금까지도 잘 쓰고 있어요 이 패드는 행사할 때마다 재구매템 중 하나입니덩 !",한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,샛별이언니,지성,여름쿨톤,각질,모공,5점만점에 5점,2025.05.31,수면 토너팩으로 사용하려고 구입했는데 닦토 패드로 쓰는게 더 좋더라구요! ㅜㅜ 근데 저는 같이 주신 껌딱지 시트팩이 완전 좋더라구요~~^^  팩 쓰고 그렇게 만족한 적이 없었는데 ㅎㅎ 다음날 진짜 맑고 밝은  피부로 되어있어서 깜놀!했어요!,,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,ㅣ당,,,,,5점만점에 5점,2025.05.19,초록색 패드도 리뉴얼 전 버전 돌려쥬세요ㅠㅠㅠㅠㅠ 그거 없어거 이거 쑤고잇음 조하요,,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,침대밖은위험행,민감성,가을웜톤,민감성,아토피,5점만점에 4점,2025.06.26,"가격이 좀 비싸긴 한데,, 그리고 패드가 손등보다 사이즈가 작은것 같기도 한데,, 괜찮아요 I'm fine 갠차나 링링링,,",,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,ooouuuu,건성,웜톤,민감성,잡티,5점만점에 5점,2025.07.05,촉촉하니 좋은 것 같은데 패드 밀착력이 조금 별로인 것 같아욤.. 사이즈도 조금 작구욤,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,360****,,,,,5점만점에 5점,2025.06.14,촉촉하고 케이스도 이뻐서 맘에 들어요! 자주 사용합니다!!,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,baebbo,복합성,가을웜톤,모공,블랙헤드,5점만점에 5점,2024.04.13,💙구매이유수분감 가득한 패드를 추천해주기 위해 요걸로 구매하라고 해서 친구가 구매한 제품입니다! **저도 사용해봤어요:)**💙패드엠보싱 패드지만 부드럽고 에센스를 잘 머금고 있는 덕분에 닥토를 해줬을 때 자극도 없고 결 정돈이 잘 되는 제품인 것 같아영><💙수분감이름이 수분초인 만큼 이름값을 하는데요 피부 속 깊숙하게 수분을 넣어줘서 진짜 촉촉해져요! 제가 지금까지 사용해본 토너패드 중에 수분감 촉촉함으로는 1등입니다✨💙끈적임촉촉하지만 흡수도 잘 되고 끈적임이 없어서 진짜 산뜻한 제품이에요! 덕분에 다음 단계도 빠르게 관리할 수 있어서 좋은 것 같더라구요🙈,,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,핑크자몽주스,건성,쿨톤,모공,잡티,5점만점에 5점,2024.01.08,1.사용감패드가 얅고 그물처럼 일정간격 짜임새가 있는 패드여서에센스를 아주 가득 담고있어요닦토하기 전에 피부 열감을 내리고 에센스를 가득 피부에 쏙쏙 넣기 위해팩처럼 2~3분정도 붙여두었다가닦토패드처럼피부 결을따라 닦아내듯 쓸어줍니다피부결이 정돈되면서탈락된 각질과 유분기가 잘 정돈되어기초제품은 물론 베이스제품까지 밀착이 잘되고 예쁘게 표현되는것 같아요2.효과피부 열감을 내리기 좋고결정리 및 각질케어에도 자극없이 사용하기 좋아요히알루론 성분이 피부속까지 촉촉하도록수분감을 잘 잡아주는것 같아요속건조가 덜하고 시원해요3.만족도가격이 높고 세일 등의 이벤트가 잘 없지만감수하고도 쟁여두고 매일 쓸만큼사용 만족도는 굉장히 큰 제품이에요같은 브랜드 초록제품보다 더 만족도가 큰것같아요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,굼미굼미,민감성,웜톤,각질,모공,5점만점에 5점,2023.12.19,수분토너하면 이 제품 따라올 자는 없어요 ㅋㅋ 그냥 물을 바르는 느낌…? 물이 피부 위에 있는 느낌..? 물 그 자체에요 ㅎㅎㅎ 패드에 수분이 가득하다는게 느껴져요! 피부에 올리면 챱! 하고 달라붙어요 ㅋㅋㅋ 그리고 닦아주는데 피부에 수분을 넣어주는 느낌이에요. 그리고서 흡수시키고자 두드려주면 건조함은 사라져요!,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,https://image.oliveyoung.co.kr/uploads/images/gdasEditor/2023/12/19/1702954708743.png?QT=85&SF=webp
아비브 수분초 히알루론 패드 하이드레이팅 터치,핑크자몽주스,건성,쿨톤,모공,잡티,5점만점에 5점,2023.11.24,1.닦토 대신 부분팩으로 사용피부타입이 볼ㆍ이마는 건성ㆍT존과 턱부분은 복합성 피부라서 부분적인 관리가 필요한 피부랍니다그래서 전체 팩은 자주 못하는데유ㆍ수분 부족한 부분은 매일 관리가 필요하다보니패드를 부분팩처럼 매일 5~10분씩 붙여주고 있어요2.각질제거 대신 부분 닦토각질이 잘 생기는 볼과 이마쪽에 3~4일에 한번씩필링제품 대신 사용하고 있어요3~5분정도 피부에 올려두었다가살살 피부결대로 닦아내고톡톡 흡수시키면 케어 끝간편하고 자극이 덜하게 끝낼 수 있어서 좋아요3.토너대신 오전 스킨 루틴메이크업 전 피부 열도 내릴 겸 피부결 정돈은 위해피부 컨디션이 좋지 않은 날은직접 토너를 2번씩 흡수시키는 루틴보다토너 흡수 1회 후 부분팩으로 5분 붙였다 떼고토닥토닥 흡수시켜서피부 열도 내리고 피부결 정돈도 하고메이크업 전 베이스가 잘 올라가도록 사용합니다4.사용 만족도수분감이 무척 가득한 제품이라서위 3가지로 사용하기에 가장 적합하고 자극이 느껴지지 않은 제품이었어요저분자 히알루론산이 함유되었다고 하니수분막 잠금ㆍ촉촉하게 유지하기 너무 좋은 것 같아요👍👍매번 떨어지기 전에 쟁임템입니당,,,https://image.oliveyoung.co.kr/uploads/images/gdasEditor/2023/11/24/1700808899370.png?QT=85&SF=webp
아비브 수분초 히알루론 패드 하이드레이팅 터치,현올영알바생,복합성,여름쿨톤,미백,잡티,5점만점에 5점,2023.11.19,겨울이라 부쩍 건조하다는 느낌을 많이 받아서 수분 패드를 알아보다가 아비브의 어성초 토너와 함께 구매해봤어요🫶🏻근데 이거 수분감 미쳤어요🫢닦토만 하기엔 넘 아까워서 팩토로 사용했는데 오전 운동하고 집에 가는 길에 느껴졌던 그 피부의 갈라지는 듯한 느낌이 싹 사라졌어요💓어성초 토너와 조합도 너무 좋고 자극이 없어서 순하다는게 느껴지네요 😽,,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,굼미굼미,민감성,웜톤,각질,모공,5점만점에 5점,2023.11.19,"전에 이 제품을 사용했었는데 생각나서 재구매했어요! 한 3-4번? 구매했던 것 같아요! 이유는…지성피부임에도 피부가 건조하기 때문이죠 ㅠㅠ 피부가 하도 푸석푸석해서 수분공급을 해주고자 토너를 바꿨어요!! 평소 아비브 진정토너(초록색 제품)을 사용하는데 피부가 건조할 땐 이 제품을 구매해서 사용해줘요~ 수분감이 뛰어나서 바로 효과가 좋그등요~~>ㅇ< 사용 후에는 끈적임도 없고, 정말 물같다는 생각이 드실 거에요! 그리고 마무리는 수분이 꽉 채워진 느낌!! 정말 수분하면 아비브 패드에요! 건조하신 분들 이 제품 추천해요~!!",,,https://image.oliveyoung.co.kr/uploads/images/gdasEditor/2023/11/19/1700392607029.png?QT=85&SF=webp
아비브 수분초 히알루론 패드 하이드레이팅 터치,알린이,복합성,겨울쿨톤,모공,미백,5점만점에 5점,2023.09.21,"[한 달 후기] 얼마 남지 않아그새 다른 패드도 사용중아침에 씻고나면 얼굴에 열이 올라서머리 말리면서 붙여놓으면 촉촉함이 사라지는 패드 여럿..이런 패드 제품들 중 100매 아니고애매하게 60매, 70매 이런 건 좀 아쉽잖아요.한 번 쓸 때 양쪽 볼, 이마 2~3개씩은 쓰는데!75매지만 10매 더 받아서 85매!지퍼락형태라 여행가서 쓰기도 편해용패드가 마냥 얇은 편은 아닌데다른 제품보다 확실히 촉촉하다는게 집으면서도 느껴져요다만 집게가 갈고리모양이 아니라 일자형이다보니미끄러질 때도 있어요🥲 다른 집게 사용중뚜껑에 집게 부착하는 형태 아니라잘못 닫으면 덜그럭거릴 일도 없고!오히려 위생적인 느낌!따갑지도 않고 순하고 촉촉하게 진정시키는데 10분이면 충분머리 말리기 전에 붙여두고 손에 묻은 에센스를 여백에다가도톡톡 흡수시켜주니까 울긋불긋했던 곳도 가라앉았어요!각질제거는 잘 모르겠어요 콧볼에 피지는 자꾸 생김..",한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,알린이,복합성,겨울쿨톤,모공,미백,5점만점에 5점,2023.08.22,"아침에 씻고나면 얼굴에 열이 올라서머리 말리면서 붙여놓으면 촉촉함이 사라지는 패드 여럿..이런 패드 제품들 중 100매 아니고애매하게 60매, 70매 이런 건 좀 아쉽잖아요.한 번 쓸 때 양쪽 볼, 이마 2~3개씩은 쓰는데!75매지만 10매 더 받아서 85매!지퍼락형태라 여행가서 쓰기도 편해용패드가 마냥 얇은 편은 아닌데다른 제품보다 확실히 촉촉하다는게 집으면서도 느껴져요다만 집게가 갈고리모양이 아니라 일자형이다보니미끄러질 때도 있어요🥲 다른 집게 사용중뚜껑에 집게 부착하는 형태 아니라잘못 닫으면 덜그럭거릴 일도 없고!오히려 위생적인 느낌!따갑지도 않고 순하고 촉촉하게 진정시키는데 10분이면 충분머리 말리기 전에 붙여두고 손에 묻은 에센스를 여백에다가도톡톡 흡수시켜주니까 울긋불긋했던 곳도 가라앉았어요!각질제거는 잘 모르겠어요 콧볼에 피지는 자꾸 생김..",,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,baebbo,복합성,봄웜톤,모공,블랙헤드,5점만점에 5점,2023.07.29,💙두번째  사용입니다!💙패드에센스를 잔뜩 머금고 있어서 만지기만해도 촉촉함이 그대로 느껴지는데요 마이크로 엠보 시트로 수분은 골고루 채워줄 수 있으면서 피부결 정돈까지 쉽게 할 수 있답니다🙈💙수분감아비브 수분초 라인이 원래 수분감 채우는데 진짜 탁월한 제품이라고 생각하는데요 수분 함유력이 뛰어난 수분초 덕분에 더 그렇게 느껴지는 것 같습니다 제가 이 제품을 처음 사용해봤을 때도 진짜 놀랐던게 이렇게까지 촉촉하고 수분 짱짱한 토너패드는 처음이라고 느낄정도였는데요 1차 케어에서 이미 수분을 꽉 채워주기 때문에 이것만으로도 기초케어를 탄탄하게 할 수 있는 수분감을 가지고 있기 때문이에요✨💙자극토너패드도 크림과 마찬가지로 진짜 저자극 순한 제품인게 엠보면이지만 자극은 전혀 없고 촉촉함만 그대로 전달해주는데요 저자극 필링성분인 PHA와 호박산이 함유되어 있기 때문에 자극없이 순하게 각질케어도 가능하답니다😆💙진정아비브 수분초 제품이 여름에 사용해주기도 진짜 좋은 이유 중 하나가 저는 워낙 몸에 열이 많은 편이라 얼굴에도 열이 많아서 쿨링 제품을 좋아하는데요 아비브 수분초 토너패드는 수분충전을 해주는 동시에 피부 열감까지 진정시켜주는 제품이라 여름에도 사용하기 좋은 아이에요👍🏻> 물론 건조함으로 인해 고통 받는 계절에도 속보습을 잘 채워주기 때문에 겨울에도 사용해주기 좋은 사계절용 제품입니다:)🍯조합수분 충전을 집중적으로 해주어야 한다면 저처럼 수분초 라인으로 케어해주셔도 좋을 것 같습니다! 수분초 토너패드와 수분초 크림을 동시에 사용해주면 그 효과가 몇배는 더 되기 때문에 이 조합은 사랑이에오..🤍+한달 사용 후역시는 역시🙈 여름에도 사용하기 좋은 제품이에용 쿨링감이랑 보습감이 같이 있어서 진정에 너무 좋구 메이크업 전에 사용해주면 열감을 낮춰주니까 아주 좋답니당✨,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,몽캔디,지성,웜톤,모공,민감성,5점만점에 5점,2023.07.20,"⏰아비브 수분초 히알루론 패드 한달 사용 리뷰입니다!우연히 샘플 제품을 사용해보고 본품을 구매한 제품이에요아비브 패드를 그래도 한두 종류 사용해보았는데패드 재질부터 사용감까지 가장 마음에 드는 제품이었습니다!각질 제거에 유리한 엠보면 패드 재질은 아니고,수분감이 많고 왠지 탱글탱글한 재질의 패드예요제품 이름처럼 수분, 히알루론에 집중된 컨셉이라 즉각적인수분 충전을 잘 해주더라구요보통 저녁에는 바하나, 이런 기능적이고 물리적 결 케어가가능한 제품을 사용해주고, 이 수분초 패드는 아침에사용해주기 딱 좋은 패드였습니당",한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,신난토끼,건성,여름쿨톤,모공,민감성,5점만점에 5점,2022.10.30,"건성 피부와 민감 피부를 위한 촉촉하고 부드러운 패드입니다.에센스 양이 엄청 납니다. 제품을 처음 개봉하면 ""사용 후 패드가 마르지 않도록 뚜껑을 닫아 밀봉해 줍니다. 에센스가 새지 않도록 용기를 똑바로 세워서 보관해주세요. 제품 개봉 후, 휴대나 이동시에 에센스가 샐 위험이 있습니다.""라는 문구가 보입니다. 제품을 열 때도, 보관할 때도 에센스가 새지 않게 주의해야 합니다.패드는 엠보싱 소재로 작고 얇습니다. 에센스에 푹 잠겨 있습니다. 집게로 집어서 들어올리면 에센스가 똑똑 떨어집니다.에센스는 투명하고 워터리한 제형으로 수분감이 강합니다. 패드를 피부에 올려놓는 순간 시원합니다. 쓱쓱 문질러도 자극이 전혀 느껴지지 않고 부드럽습니다. 떼어내고 나서 한참 지난 뒤에도 개운하고 상쾌합니다. 피부가 건조하고 민감한 편인데 촉촉하고 부드러워 편안하게 쓰고 있습니다.",한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,https://image.oliveyoung.co.kr/uploads/images/gdasEditor/2022/10/30/1667122746212.png?QT=85&SF=webp
아비브 수분초 히알루론 패드 하이드레이팅 터치,나닝,건성,웜톤,모공,블랙헤드,5점만점에 5점,2022.10.29,"역시 아비브 제품은 믿고 사용합니다💙🤍아비브 베스트셀러 어성초 패드는 개인적으로 아쉬운 부분이 많았어서 잘 사용하지 않았는데오아비브 수분초 패드는 제 맘에 쏙 드네요!수분초패드는 말 그대로 수분이 정말 가득해요!!어성초 패드는 물같은 느낌의 가벼운 에센스와 거즈면 패드로 구성되어있다면, 수분초패드는 쿨링감있지만 초크초크한 수분에센스 가득~ 에다가 엠보싱패드를 가지고 있어요 !!어성초 패드는 너무 가볍고 에센스가 금방 날아가는 느낌이라 아쉬웠는데 수분초패드는 정말 오랫동안 수분을 머금고 있더라구요!온도가 높았던 날 양볼에 패드를 붙이고, 그 위로 마스크를 쓰고, 밖을 거닐었었는데요쿨링감이 오래가고 (이 쿨링감은 수분에의한 쿨링감이지, 화학적인 반응으로인한 자극적인 쿨링감이 아니에요!)붉은기도 정말 많이 가라앉더라구요 ㅠ한동안은 이것만 재구매할 것 같아여",,,
