product_name,id,tag,tag 2,tag 3,point_flag,more_msg,point,date,txt,txt 2,txt 3,txt_inner,ico_offlineStore,tag 4
에스트라 아토베리어365하이드로에센스,이보보,복합성,웜톤,모공,,,5점만점에 5점,2025.06.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,에스타라 제품은 늘 만족하고 구매하는 제품입니다 추천합니다,,탄력
에스트라 아토베리어365하이드로에센스,한태산약혼녀,건성,각질,민감성,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.05.27,복합성에 좋아요,진정에 좋아요,보통이에요,살짝의 유분감이 느껴지긴 하는데 속건조도 잡을 정도로 아주 촉촉한 친구에요,매장,
에스트라 아토베리어365하이드로에센스,한태산약혼녀,건성,각질,민감성,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.05.13,복합성에 좋아요,진정에 좋아요,보통이에요,진짜 에스트라에 숨겨진 꿀템이에요 완전 요물솔직히 크림보다 더 좋아요,매장,
에스트라 아토베리어365하이드로에센스,mu****,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,"저 화장전에 항상 해주는데, 안 들뜨고 너무 좋아여 ㅠㅠ 진짜 ,, 이거 없으면 화장 못해요 ㅠ",,
에스트라 아토베리어365하이드로에센스,멋쟁이가될거야,건성,쿨톤,블랙헤드,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 3점,2025.06.05,건성에 좋아요,보습에 좋아요,자극없이 순해요,에스트라...너무 비싸...가격대 다운을 시켜주던가그게 아니면 할인행사를 많이 해주던가ㅠ,,
에스트라 아토베리어365하이드로에센스,영띠,복합성,쿨톤,트러블,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.05.25,복합성에 좋아요,보습에 좋아요,자극없이 순해요,자극없이 순하고 흡수도 잘되어서 유분기 느껴지는 것 없이 촉촉해서 좋아요~,,
에스트라 아토베리어365하이드로에센스,fromyoungzi,민감성,웜톤,모공,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.05.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,이거 하나만 발라도 좋아요진짜 촉촉하고 발림도 너무 좋아서 좋아요 !,,미백
에스트라 아토베리어365하이드로에센스,tsm****,,,,,,5점만점에 5점,2025.07.05,복합성에 좋아요,보습에 좋아요,자극없이 순해요,질감이 아예 물같지도 않고 살짝 묽은 느낌에 순해서 좋은 거 같아요제 피부가 건조하면서도 복합성인데 사용 후 당김도 없고 촉촉해서 좋은 거 같아요예민한 피부에도 좋은 거 같고 나중에 아이가 조금 더 크면 같이 사용해도 좋을 정도로 순하고 이번에 구매한 거 만족합니다,매장,
에스트라 아토베리어365하이드로에센스,wkd****,,,,,,5점만점에 5점,2025.07.05,지성에 좋아요,보습에 좋아요,자극없이 순해요,최근 들어 면상에 뭘 처발라도 속건조가 쥰내 일길래… 그유명한에스트라를사봄비싸고유명한덴이유가있구나피부리즈찍음속건조싹잡히는데유분일도안올라오고산뜻하고촉촉한데쫀쫀하고…화장도안뜨고…미치게잘먹고..정착합니다 정착했습니다,,
에스트라 아토베리어365하이드로에센스,hyosh****,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.03,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"제가 지루성피부염으로 몇년동안 고생하고 있었고, 복합성 중에서 수부지로 평생을 기름종이를 달고 살았는데요.이번 올영세일 때 이걸로도 안되면 피부과 가서 스테로이드 바르는 수 밖에 없다 하고 정말 이제품 저제품 과소비를 많이 했어요. 뭐라도 하나 걸려라 제발. 열감이랑 홍조가 너무 심해서 살 수가 없어서 간절한 마음으로 구매했던 제품인데요.진심으로 말씀드리는데 다들 이거 하나만 사시면 됩니다. 저 다 나았어요. 몇년동안 고생한 게 무색할 정도입니다.다른 제품들은 같이 바르긴 했지만 보조적인 수단이었고, 이게 제대로 역할을 해줬어요.에스트라가 크림으로는 효과가 택도 없었는데 이 제품은 딱 맞았어요. 제발 다들 이거 사세요. 이게 진짜에요.얼굴에 효과보고 그냥 몸에도 이거 다 발라요. 좋은걸 느끼니까 몸에 발라도 전혀 아깝지 않아요. 얼굴이 건조하면 몸도 건조하다고 하더라구요. 그래서 같이 발라요.",,
에스트라 아토베리어365하이드로에센스,수박주스사주세요,,,,,,5점만점에 5점,2025.06.15,복합성에 좋아요,보습에 좋아요,자극없이 순해요,항상 너무 건조한 얼굴이 고민이었는데 에스트라로 바꾸고 나서 많이 촉촉한 얼굴이되서 너무 좋아요! 이거 하나만 바르고 화장해도 안 뜨고 촉촉해서 바쁘면 하나 바르고 외출도 합니다!! 최고 수분감도 충분하고 친구들한테도 쓰라고 맨날 얘기하고 다녀용ㅋㅋㅋㅋ 수분크림도 좋아요 미스트도 화장할 때 쓰기 좋고요 최고에여,매장,
에스트라 아토베리어365하이드로에센스,ㄱㅇㄱㅇ11,,,,,,5점만점에 5점,2025.06.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,원래 쓰던거 세일때  쟁였는데 구성 너무 좋아요  진짜 촉촉하고 지금 사용하기 좋아요,,
에스트라 아토베리어365하이드로에센스,Hyuniee혀니,복합성,여름쿨톤,미백,,,5점만점에 5점,2025.07.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,"에스트라 제품을 많이 써보고, 그중에 써보고 놀란 제품이 있는데 그게 바로 이 에센스..!!!속수분을 싹 잡아주면서 느끼하게(?) 내 피부를 잡아줘요❤️ 미끌미끌 촉촉촉 내가 사랑하는 에스트라 밀크!!헤일리비버 브랜드인 로드의 글레이징 밀크랑 비슷해요!!ㅋㅋ 상품 질은 물론 에스트라가 더 좋겠지만!!글레이징 밀크 같아서 기부니 조아요!",매장,민감성
에스트라 아토베리어365하이드로에센스,0910****,건성,가을웜톤,모공,,,5점만점에 5점,2025.06.08,건성에 좋아요,보습에 좋아요,자극없이 순해요,에스트라 수분크림 좋아하는데 수분크림 살 때 줘서 써본 에센스도 넘 좋길래 세일맞아 구매했어욤 꾸준히 잘써보게요,매장,미백
에스트라 아토베리어365하이드로에센스,챤챤,,,,,,5점만점에 5점,2025.06.08,지성에 좋아요,보습에 좋아요,자극없이 순해요,가볍고 보습력 있네요. 무엇보다 양이 많아서 마음에 들어요,,
에스트라 아토베리어365하이드로에센스,karl****,지성,웜톤,모공,,,5점만점에 5점,2025.06.07,복합성에 좋아요,진정에 좋아요,자극없이 순해요,3통째 쓰고 있어요! 로션대신으로 계속 바르는데 지극없고 순해서 좋아요,,블랙헤드
에스트라 아토베리어365하이드로에센스,lucky****,민감성,쿨톤,모공,,,5점만점에 5점,2025.06.03,복합성에 좋아요,보습에 좋아요,자극없이 순해요,에스트라는 성분이 순해서 믿고 사용하고 촉촉하고 보습감이 좋아서 누구나 추천 합니다,매장,미백
에스트라 아토베리어365하이드로에센스,dall****,복합성,쿨톤,모공,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.05.31,지성에 좋아요,보습에 좋아요,자극없이 순해요,요거 쓰면 피부가 편안해지는 느낌 더울 때는 요것만 바르고 크림 안 발라도 보습력이 부족하지 않아요다만 가격이 부담스럽네요,,민감성
에스트라 아토베리어365하이드로에센스,yoon12,복합성,여름쿨톤,각질,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.05.19,지성에 좋아요,보습에 좋아요,자극없이 순해요,지성인데 매번 구매하는 재구매 템입니다!사실 지성보다는 수부지에 가까워서 수분 공급 로션을 자주 쓰는데 얘가 딱 좋아요! 바른 후 너무 끈적이지 않으면서 수분은 필요한 만큼이어서 좋아요여름에는 토너 > 앰플 > 해당제품 하고 겨울에는 조금 더 꾸덕한 거까지 바릅니다!,,피지과다
에스트라 아토베리어365하이드로에센스,gmj****,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.07,복합성에 좋아요,진정에 좋아요,보통이에요,스킨케어는 에스트라만 쓰는데 여름엔 무겁게 바르기 싫어서 크림 말고 에센스가 필요하다고 생각이 들어서 구매했는데 수분 가득해서 좋아요 !!,매장,
에스트라 아토베리어365하이드로에센스,thesee****,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.06,복합성에 좋아요,보습에 좋아요,자극없이 순해요,에센스 좋아요 가격도 저렴하고 품질도 좋아요 항상 에스트라 사용해요,매장,
에스트라 아토베리어365하이드로에센스,ferrar****,,,,,,5점만점에 5점,2025.07.05,복합성에 좋아요,진정에 좋아요,보통이에요,화장품은 매번 이것만 사는데 보습력이 좋습니다.피부가 뽀송뽀송~,매장,
에스트라 아토베리어365하이드로에센스,kmj****,,,,,,5점만점에 5점,2025.07.05,복합성에 좋아요,보습에 좋아요,자극없이 순해요,순하고 몇통째 삿는지 모르겠어요 아주만족 속보습에 좋은거 같아요!,,
에스트라 아토베리어365하이드로에센스,sony****,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.04,복합성에 좋아요,보습에 좋아요,자극없이 순해요,에스트라 크림미스트 써보고 너무 만족스러워서와 찐이다 라는 생각이 들어서 에센스도 사봤는데 역시나 좋네요!!! 복합성인 저에겐 한 여름과 습도 높은 날씨 제외 하고는 사용하기에 아주 좋습니다,,
에스트라 아토베리어365하이드로에센스,eungi****,,,,,,5점만점에 5점,2025.07.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,묽은 느낌이라 에센스로 쓰기 딱 좋아요무엇보다 끈적임이 없어서 바르고 나면 산뜻해요,매장,
에스트라 아토베리어365하이드로에센스,tjsl****,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.07.02,건성에 좋아요,보습에 좋아요,자극없이 순해요,에스타는 거의 전제품 다사용해본거 같고..로션이랑 크림은 거의 평생템으로 ㅋ로션은 여름에크림은 여름 제외하고 계속 사용하고 있고..에센스는 처음 사용해본건데효과가 다 고만고만 비슷한 성분들이라이거 하나 더발라서 막 더 좋은느낌은 아닌데보습감 더 필요할때 가끔씩 추가해서 바른는중,매장,
에스트라 아토베리어365하이드로에센스,안졸리나졸려,건성,,,,,5점만점에 4점,2025.05.26,건성에 좋아요,보습에 좋아요,자극없이 순해요,정말 유명한 제품으로 알고있는데 화장하기 전에 기초로 쓰려고 샀어요확실히 흡수가 빨라서 화장시간도 단축되고 나름 촉촉해서 잘 산 것 같아요근데 스킨케어할 때 이것만 단독으로 쓰기에는 좀 건조해요나중에 피부 건조해서 얼굴을 막 긁게 되더라구요저처럼 건조하신 분들은 1차로 사용하시고 다른거 또 바르세염,,
에스트라 아토베리어365하이드로에센스,챳,복합성,가을웜톤,각질,,,5점만점에 5점,2025.07.08,복합성에 좋아요,진정에 좋아요,보통이에요,촉촉하고 좋어요 뱌송도 빨랐어요 잘 쓸게요 유통기한도 넉넉합니다,,모공
에스트라 아토베리어365하이드로에센스,skruddl886,민감성,쿨톤,각질,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.06,복합성에 좋아요,보습에 좋아요,자극없이 순해요,유튜브 보고 구매했는데 정말 순하고 유수분밸런스가 잘 맞아요,매장,
에스트라 아토베리어365하이드로에센스,뿍치,지성,여름쿨톤,각질,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.07.04,지성에 좋아요,보습에 좋아요,자극없이 순해요,진짜 너무 좋은데 요즘엔 이정도로 좋은 애들이 꽤 있어서 재구매는 보류 중,,모공
에스트라 아토베리어365하이드로에센스,돌이둘이굴이,민감성,쿨톤,민감성,,,5점만점에 5점,2025.07.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,- 이것만 여러번 발라도 보습되지만 좀 부족함- 앰플 전에 바르면 자극없이 좋음,,트러블
에스트라 아토베리어365하이드로에센스,부뚜냥,복합성,여름쿨톤,다크서클,,,5점만점에 5점,2025.07.02,복합성에 좋아요,보습에 좋아요,자극없이 순해요,자극없이 순하고 여름엔 이거하나만 발라주면 딱 좋아요! 재구매입니다,,민감성
에스트라 아토베리어365하이드로에센스,kimjua****,,,,,,5점만점에 5점,2025.06.22,건성에 좋아요,보습에 좋아요,자극없이 순해요,"건조한 가을,겨울에 사용하기 좋을 것 같아요 복합성인데 너무 보습감이 있어서 손이 잘 안가네욤.. 건성분들 한테 추천합니다",,
에스트라 아토베리어365하이드로에센스,Ohjoy,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.16,지성에 좋아요,보습에 좋아요,자극없이 순해요,수분 채워지는 용도로는 에스트라 에센스가 젤 좋아영!!재구매템,매장,
에스트라 아토베리어365하이드로에센스,Qpqpqpqpqp,,,,,,5점만점에 5점,2025.06.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,라이브 넘 좋은 기회로 저렴하게 사용하던 거 구매해서 좋아요 자주 올영라이브에 소개되었으면 좋겠어요 순하고 좋아서 남편하고 같이 쓰고있어요,,
에스트라 아토베리어365하이드로에센스,heeji****,,,,,,5점만점에 5점,2025.06.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,"이것만 다섯통 넘게 쓴 것 같아요 ! 속건조에도 너무 좋고, 아무 에센스 써도 궁합이 좋아서 다른거 쓰다가도 다시 돌아오게 되네요 ㅎㅎㅎ평소 쓰던 제품, 할인할 때 잘 산 것 같아서 만족스럽습니다!",,
에스트라 아토베리어365하이드로에센스,꿀먹은푸우,,,,,,5점만점에 5점,2025.05.11,복합성에 좋아요,진정에 좋아요,자극없이 순해요,자극없이 순해서 좋아요!!특히 피부 트러블 나거나 홍조로 고생할때 사용하면 많이 진정되서 자주 사용한답니다!!,,
에스트라 아토베리어365하이드로에센스,헤이헤이헤헤헤이,복합성,봄웜톤,각질,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.08,복합성에 좋아요,보습에 좋아요,자극없이 순해요,좋습니다. 조와요 .  확실히 피부 보습엔 에스트라입니다.,매장,다크서클
에스트라 아토베리어365하이드로에센스,민갱갱티비,건성,쿨톤,모공,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.07,건성에 좋아요,보습에 좋아요,자극없이 순해요,제가 구매한것중에 너무 만족하고 계속 구매예정인 템이에요,매장,민감성
