product_name,id,tag,tag 2,tag 3,tag 4,point,date,txt_inner,item_option,poll_type1,txt,poll_type1 2,txt 2,poll_type1 3,txt 3,point_flag,more_msg
우르오스 페이셜케어 기획세트 중건성&지복합성,올영도레미,복합성,쿨톤,각질,다크서클,5점만점에 5점,2025.06.30,"올인원로션과 바디워시 기획이에요. 가족 선물로 드렸는데, 편리하고 실용적이라고 좋아하세요. 평소 아무것도 바르지 않는 분인데, 하나만 발라도 된다고 다행히 잘 바르고 계시고 촉촉해져서 좋다고 하시네요. 추천합니다!💛참고해서 만족스러운 쇼핑되세요💛 도움이 되셨다면 ‘도움이 돼요’ 한 번 꾸욱 눌러주세요🫶🏻",,,,,,,,,
우르오스 페이셜케어 기획세트 중건성&지복합성,꼬질꼬질뚱쭝햄,복합성,쿨톤,각질,다크서클,5점만점에 5점,2025.07.03,우루오스  스킨밀크는 올인원으로 남자 분들이  간단하게 쓰기에 너무 좋은 제품입니다,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,sdzaf,복합성,겨울쿨톤,모공,블랙헤드,5점만점에 5점,2025.07.06,아빠가 매번 우루오스 라인만 쓰셔서 이번에도 선물해드렸었어요 원래 그전 정착템이 10년이상 쓰시던건데 향이 너무 독해서 제발 바꾸셨으면 했거든요!!특히 여러번 덧바르는 번거로움에귀찮아보이셨고ㅠ 그래서 올인원 추천드리면서 얘기하니까 한번 써볼까 싶으셨나봐여ㅋㅋ첨엔 익숙치가않으신건지 맘에안드신건지 두세번쓰다가 안쓰시길래 그러신가보다했는데 지금은 꾸준히 정착템으로 잘 ㅎ사용하고 계신거같아요 확실히 아빠가 지성피부이신데 산뜻함이 예전보다 오래지속되는 느낌이에요 향도 그전에쓰던 너무 독한 남자 스킨냄새가 아니라 저는 만족합니다 엄마도 괜찮다고하세여! 촉촉한거는 뭐 워낙 아빠가ㅜ촵촵대먀 많이바르셔서 모르겜ㅅ어여 그정도바르구 안촉촉하면 그게더문제일듯 무튼재구매의사 충분한상품이에요!,[옵션] 우르오스 올인원 스킨 밀크,피부타입,지성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,Zzinzzang,복합성,가을웜톤,다크서클,모공,5점만점에 5점,2025.07.08,아부지가 아주 유용하게 쓰는 아이템이랍니다~~한번에 쓰기 좋대여,[옵션] 우르오스 올인원 스킨로션,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,올리브9,복합성,봄웜톤,모공,탄력,5점만점에 5점,2025.07.04,이 제품은 피부에 자극이 적고 사용하기 편리한 제품입니다.,[옵션] 지복합성 페이셜케어 기획세트,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,햐튜,지성,가을웜톤,모공,블랙헤드,5점만점에 4점,2025.07.03,우르오스는 워낙 유명하더라구요. 꾸준히 아빠가 사용하시던 건데 이번에 똑 떨어져서 선물 해드렸습니다,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,세시,복합성,쿨톤,각질,모공,5점만점에 5점,2025.06.12,남성용 로션은 올인원이 제일 좋더라구요 그래서 우르스 제품을 구입했어요 전에도 1번 써봤는데 촉촉하고 자극이 더 적어서 좋았어요,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,따훈,복합성,가을웜톤,민감성,잡티,5점만점에 5점,2025.06.29,항상 쓰는제품 다른건 트러블이 생기는데 이것은 완전 제 스타일 입니다 촉촉함도 오래 지속되고 순하고 냄새도 순하고 평생 쓸생각 입니다,[옵션] 우르오스 올인원 스킨로션,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,고고몽실몽실,복합성,봄웜톤,다크서클,모공,5점만점에 4점,2025.06.27,4계절 내내 쓰기좋은 우르오스 스킨밀크예요세안 후에 하나만 후딱 바르면 되니깐 편하고 좋아요트러블없이 촉촉함이 오래가서 꾸준히 사용하고 있습니다,[옵션] 우르오스 올인원 스킨 밀크,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,슈팅린다,복합성,쿨톤,잡티,탄력,5점만점에 5점,2025.06.26,사계절 사용해도 건조하거나 끈적거리지 않고 올인원이라 굉장히 편하다고 해요(남편이 ㅎㅎ),[옵션] 우르오스 올인원 스킨로션,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,이런거,복합성,봄웜톤,각질,다크서클,5점만점에 5점,2025.05.31,아빠가 유일하게 재구매 하는 스킨케어 제품! 바르면 빤짝거려서 굿,[옵션] 우르오스 올인원 스킨로션,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,뭐시기,복합성,쿨톤,모공,미백,5점만점에 5점,2025.06.28,몇년째 사용하는 우로우스 스킨로션 여름 필수품!끈적임이 없이 피부흡수가 빠르면서 건조하지 않아서 무더운 공간과  건조한 공간에서도 👍,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,lavenderbris,건성,겨울쿨톤,각질,탄력,5점만점에 5점,2025.06.20,올인원이라서 그 누가 사용해도 편하고 바쁜 아침에 특히 좋습니다. 올인원 이라고 하면 기능이 좀 떨어지는 걸로 착각 하시는데 절대 아니에요요. 몇 번째 재구매 하는지 모르겠습니다.,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,으니니당,,,,,5점만점에 5점,2025.06.17,촉촉하게 잘 쓰고 있어요 여름이라 겨울에 비해 다소 무거운 느낌은 조금 있습니다,[옵션] 우르오스 올인원 스킨 밀크,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,양파숑숑,건성,웜톤,미백,주름,5점만점에 5점,2025.06.14,스킨로션으로 잘못사서 밀크로 재구매했네요. 스킨로션은 스킨같아요. 저 처럼 고생마시고 밀크 확인하고 구매하세요~ 촉촉하고 간편하게바르기편해요.,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,에이스팡팡,,,,,5점만점에 5점,2025.06.30,제품좋습니다. 잘받았습니다 감사합니다.잘쓸게요!!,[옵션] 우르오스 올인원 스킨로션,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,아정이의뷰티생활,복합성,여름쿨톤,다크서클,모공,5점만점에 5점,2025.07.02,"아부지가 이거 한번 사드린 후로 이것만 쓰셔가지구 정기적으로 사드리는 중인데 아주 대.만.족 하십니다! 울 아빠 까다로운데 올인원으로 만족시키다니,,,, 얼마나 많이 시켰으면 여태 산 것중에 가장 많이 구매한 제품 1위가 이걸로 떠요 ^^",[옵션] 우르오스 올인원 스킨로션,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,lavenderbris,건성,겨울쿨톤,각질,탄력,5점만점에 5점,2025.05.27,정말 자극 없이 순해요 향도 무향이고 가장 남자 분들이 이 선물 받으시면 좋아하시는 게 근처기 먹고 또 귀찮게 스킨로션 두 단계 하지 않고 한 단계로 스킨케어가 가능하다는 점이에요 완전히 저렴한 건 아니지만 가격대비에 비해서 용량도 많은 편이구요 올려 와서 세일 할 때마다 저는 꾸준히쟁이 고 있습니다어떤 연령때의 남자분에게 드려도 다 좋아 하시는 걸 경험 했어요.,[옵션] 우르오스 올인원 스킨 밀크,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,자다쿵해쪄,중성,봄웜톤,민감성,주름,5점만점에 5점,2025.05.22,올영에서 이것저것 주문 하거나 매장 방문해서다양한 제품들 구매 했었지만 우르오스 제품은처음 주문 했었어요.ㅎ너무 만족이네요.뭔가 산뜻하고 가벼우면서 보습과 진정도 됩니다.거의 다 사용했기 때문에 리뷰 작성 후 재주문 하려구요~^^,[옵션] 우르오스 올인원 스킨로션,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,야야뉴,,,,,5점만점에 5점,2025.07.07,후기 좋아서 샀는데 올인원 제품이라 쓰기 편해요. 저렴하게 잘 샀어요.,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,보통이에요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,kk0****,,,,,5점만점에 5점,2025.07.05,보습효과도 좋고 깔끔해서 계속 사용하는 제품 입니다.샘플도 같이 들어가 있는 행사상품 잘 구매한 거 같아요.,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,골드라이언,,,,,5점만점에 5점,2025.07.03,남편 주려고 샀는데너무좋아해요역시 남자는 우르오스 인가봐요!!^^,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,삥뿅,,,,,5점만점에 1점,2025.06.11,원플원인줄알고 구매했는데요 샘플이 원플원이네요ㅋㅋㅋ 다신안삼,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,지성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,주근깨타잔,,,,,5점만점에 5점,2025.07.07,남편의 최애화장품이죠 보습력좋고 올인원이라 한번에 해결되니까 좋데요,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,보고미,약건성,봄웜톤,다크서클,주름,5점만점에 5점,2025.05.31,지인이 제품만 써서 선물용으로 항상 구매하고 있습니다 ~~,[옵션] 우르오스 올인원 스킨 밀크,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,햄버거모양유지단장,복합성,여름쿨톤,모공,블랙헤드,5점만점에 5점,2025.05.31,늘 쟁여두고 ㅋ스는 템입니다 ㅎㅎ 순하고  흡수가 잘돼서 문제일으킨적없어요,[옵션]  스킨밀크 200ml,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,올리브9,복합성,봄웜톤,모공,탄력,5점만점에 5점,2025.05.19,이 제품은 피부에 자극이 적고 사용하기 편리한 제품입니다.,[옵션] 지복합성 페이셜케어 기획세트,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,맘씨,건성,가을웜톤,각질,민감성,5점만점에 1점,2025.05.17,저희아빠가 피부가 엄청예민해서  로션자체를 아에못바르신대서 건조하실까봐 샀는데 역시나 피부에 두드러기 올라와서 두번쓰고 창고에 방치중이네요 ㅜㅜ  극예민심한분들은 사지마세요,[옵션] 스킨로션 200ml,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극이 느껴져요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,아자화이링,,,,,5점만점에 4점,2025.07.05,수분복합 지성피부에 끈적이지도 않고 바를 수 있어서 좋아요,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,끼엥,,,,,5점만점에 5점,2025.07.05,ㅔㅈ것아니라잘모르긴하는데요괜창ㅎ더고하네요다음에,[옵션] 우르오스 올인원 스킨로션,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,보통이에요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,tmfql****,,,,,5점만점에 5점,2025.07.06,늘 쓰는 제품인데 저렴하게 잘 산것 같아서 기분 좋아요! 애정하는 제품입니다 :) 가성비도 좋구요~~ 잘 쓸게요 !!!,[옵션] 우르오스 올인원 스킨 밀크,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,제니짱,,,,,5점만점에 5점,2025.06.11,우루노스  광고만 보다가  이번에 처음 구매했어요 남편 쓰려고 샀는데그런대로 만족스러워하네요,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,meay****,민감성,민감성,,,5점만점에 5점,2025.06.07,아빠한테 사드렸는데 너무 간편하고 좋다고 하시네요 굿굿 완전 강추하십니다,,,,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,cloon****,복합성,미백,탄력,,5점만점에 5점,2025.05.20,스킨로션이래요. 완전스킨제형이에요. 투명한. 남자가좋데요,[옵션] 우르오스 올인원 스킨로션,피부타입,지성에 좋아요,피부고민,주름/미백에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,리베라티,건성,봄웜톤,각질,모공,5점만점에 5점,2025.06.14,제가 쓰는 게 아니고 군대 간 동생 놈한테 사줬는데 올인원이라 편하대요..ㅎㅎ 가끔 들려오는 소식으로..ㅠㅠ지가 관리를 못하는 건지 누가 들고 튀는건지.. 몰겠지만. 도둑 맞았대요.. 얼마나 그게 젛으면~ 지 돈으로 살 것이지....,[옵션] 우르오스 올인원 스킨 밀크,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,soseno79,,,,,5점만점에 5점,2025.06.22,아빠 사드릴려고 구매했어요. 건조가 심해질 나이인데 적당하게 번들거리지 않아서 좋아요.,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,또브,,,,,5점만점에 5점,2025.06.06,여름에는 무거운거 절대 못 바르니까 이거라도 사드리는데 다행히 이건 바르심,[옵션] 우르오스 올인원 스킨로션,피부타입,지성에 좋아요,피부고민,보습에 좋아요,자극도,보통이에요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,0421****,,,,,5점만점에 5점,2025.06.03,아빠가 건성 피부이신데 스킨밀크 쓰고 나서는 건조함이 줄어들었다고 하셨어요. 건성인 분들 보습에 도움이 될 것 같아요.,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,히응비,복합성,여름쿨톤,다크서클,블랙헤드,5점만점에 5점,2025.06.02,"남동생이 평소에 귀찮다고 스킨, 로션, 에센스 다 따로 바르는 걸 싫어해서 올인원 제품을 찾다가 티비에서 광고를 하도 많이 봐서 쓰게 됐대요 ㅋㅋㅋ저는 직접 사용해본 적은 없지만, 동생이 만족스럽다고 해서 리뷰를 남겨봅니다. 요건 스킨과 로션, 에센스까지 한 번에 해결해주는 제품이라서 진짜 간편하다고 하더라구요. 바쁜 아침이나 운동 후 샤워하고 나오면 이거 하나로 빠르게 마무리할 수 있어서 좋대요. 제형은 묽지도 않고 너무 되직하지도 않아서 바를 때 끈적임 없이 산뜻하게 발리고, 피부에 흡수가 잘 돼서 부담스럽지 않다고 하더라구요. 향도 은은해서 남자들이 사용하기 딱 좋다고 해요. 특히 면도 후에 사용해도 따갑지 않고, 진정 효과도 있어서 괜찮다고 하더라구요. 동생이 지성 피부인데, 유분감이 심하지 않으면서도 적당히 보습감이 있어서 건조하지 않다고 했습니당튜브형이라 위생적으로 사용할 수 있고, 용량도 넉넉해서 가성비도 괜찮아 보였어요. 요것도 남자친구나 남자가족한테 선물로 주기에도 좋은 제품!",[옵션] 우르오스 올인원 스킨 밀크,피부타입,지성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,krh****,,,,,5점만점에 5점,2025.07.10,발림성이 산뜻하고하나로 해결할수잇어서 선호합니다굿굿,[옵션] 우르오스 올인원 스킨로션,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,tkdwn****,,,,,5점만점에 5점,2025.07.09,짝꿍 최최애템이예요다른거로 변경하라는말을 안해서다소진되기전에 미리미리 쟁기는 잇템입니다하나남아서 또구매해야하네여 ㅋ,[옵션] 우르오스 올인원 스킨 밀크,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
