product_name,id,tag,tag 2,tag 3,tag 4,point,date,txt_inner,item_option,poll_type1,txt,poll_type1 2,txt 2,poll_type1 3,txt 3,point_flag,more_msg
우르오스 페이셜케어 기획세트 중건성&지복합성,dkssu****,,,,,5점만점에 5점,2025.07.09,남편이 잘 사용하고 있어서 구매했어요~!순하고 괜찮아요,[옵션] 우르오스 올인원 스킨 밀크,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,alrud****,,,,,5점만점에 5점,2025.07.07,순해서 좋아요  스킨로션겸용이라 사용하기도편해요. 보습도 좋은거같아요,[옵션] 우르오스 올인원 스킨로션,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,hjk****,,,,,5점만점에 5점,2025.07.06,군대 가서 간편하게 쓰려고 샀는데 우로스껀 항상 믿고 사야죠,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,aprody****,,,,,5점만점에 5점,2025.07.05,지성 피부인데 가볍고 산뜻하게 발립니다 자극없이 순해서 좋습니다,[옵션]  스킨밀크 200ml,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,wjdt****,,,,,5점만점에 5점,2025.07.05,올인원으로 한번에 케어하기 너무 좋아요 피부에 자극없이 순해요,[옵션]  스킨밀크 200ml,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,sa****,,,,,5점만점에 5점,2025.07.04,한번에 씻으니까 세상 편해요. 여행갈때도 짐줄일수 있을꺼같아요,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,지성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,아웃치와,복합성,쿨톤,모공,잡티,5점만점에 5점,2025.07.09,이 제품을 구매할 당시에 조그마한 샘플까지 들어 있어서 같이 구매하게 되었는데 여행용으로 담아서 가지고 다니기에 너무 좋고 이 제품 하나로만 스킨 케어를 끝낼 수 있다는 점이 굉장히 간편합니다,[옵션] 우르오스 올인원 스킨 밀크,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,아웃치와,복합성,쿨톤,모공,잡티,5점만점에 5점,2025.07.09,얼굴에 이것저것 바르기 귀찮아하기 때문에 하나로 끝낼 수 있는 제품을 찾다가 선택하게 되었습니다. 부드러운 로션 제형이라서 끈적이지 않고 세안 후 잘 사용하고 있어요,[옵션] 우르오스 올인원 스킨 밀크,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,살떡이,복합성,쿨톤,민감성,블랙헤드,5점만점에 5점,2025.07.09,올인원이라 간편한데 촉촉해서 더 만족스럽습니다 세일기간마다 꾸준히 구매하고 있어요,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,살떡이,복합성,쿨톤,민감성,블랙헤드,5점만점에 5점,2025.07.09,올인원이라 너무 간편해서 좋아요 자극적이지 않아서 보습용으로 마음에 듭니다,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,별림달림,복합성,웜톤,다크서클,모공,5점만점에 5점,2025.07.09,고딩 아들 건조해서 우르오스 사줬더니 너무 좋아하네요.끈적이지 않고 산뜻한가봐요,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,이제그마안,복합성,잡티,트러블,,5점만점에 5점,2025.07.08,아부지께서 이 제품이 올인원제품에서 덜 끈적거린다고 세일 때 미리 쟁여둡니다 이 제품만 써서 그런가 금방 쓰네용 좋아요 굿,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,오늘도13,약건성,웜톤,주름,,5점만점에 5점,2025.07.08,기획상품을 못사서 아쉽지만 상품은 만족합니다ㅎ잘쓸게요,[옵션] 우르오스 올인원 스킨 밀크,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,한교동과함께,복합성,여름쿨톤,미백,주름,5점만점에 5점,2025.07.08,남자친구가 필요하다해서 삿어여 올인원이라 간단하게 쓰기 조아요,[옵션] 우르오스 올인원 스킨 밀크,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,요이코,지성,웜톤,트러블,피지과다,5점만점에 5점,2025.07.07,아빠가 쓰셔서 구매했어요 하나로 다 해결할 수 있어 편하고 좋네오,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,타케,지성,겨울쿨톤,,,5점만점에 5점,2025.07.06,뭐 바르는 거 귀찮아하시는 남성분들께 추천드려요 스킨같은 제형이라 불편하지도 않고 보습력 좋아요,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,짱짱한쿵잔치,복합성,웜톤,각질,모공,5점만점에 5점,2025.07.05,유명한 우르오스 스킨로션 아빠께 사다드렸어요! 주르륵 흐르는 스킨타입이라 가볍게 잘 발리고 흡수도 잘 되어서 여름에 쓰기 좋다고 하세요🙃,[옵션] 우르오스 올인원 스킨 로션 천만 기획,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,푸지나가,,,,,5점만점에 5점,2025.07.05,아빠 최애 로션.. 지성 중에서도 최고 지성인데 우루오스만 일평생 사용하고 계십니다,[옵션] 우르오스 올인원 스킨로션,피부타입,지성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,최초코,,,,,5점만점에 4점,2025.07.05,군대간 남자친구한테 사줬습니다 간편하고 쉽게 바를 수 있어서 좋은거 같아요 무난 하다고 했습니다앙,[옵션] 우르오스 올인원 스킨로션,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,juno****,,,,,5점만점에 5점,2025.07.02,좋아요 자극적이지 않고 가성비 좋은 제품이네요.보습에 좋은 거 같아요 올인원 기능에 충실해요ㅡ 향은 거의 안나요,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,bluejaz****,,,,,5점만점에 5점,2025.07.01,늘 쓰던 제품입니다. 배송도 빠르네요~~감사합니다~~^^,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,mongo****,,,,,5점만점에 5점,2025.06.29,건성 피부에 너무 좋아요 ~~~~~여름이라 끈적거리지 않구요~여름에 사용하기 좋아요남편과 아들 모두 만족하고 사용하고 있어서 만족만족해요~~~~다음에도 또 구마해야 죠!!!,[옵션] 우르오스 올인원 스킨로션,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,ia****,,,,,5점만점에 5점,2025.06.26,피부가 항상 민감하다는 남편이 즐겨사용하는 제품이랍니다.,[옵션] 우르오스 올인원 스킨 밀크,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,ase****,,,,,5점만점에 2점,2025.06.25,기존 로션 타입 쓰다 같은 제품인지알고 주문했는데사용하려니 물같이 나와서 깜짝 놀랐는데 워터타입이였네요...여름이니까 그냥 쓰고 다음엔 로션밀크를 시켜야겠어요...^^:;,[옵션] 스킨로션 200ml,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,slehdls****,,,,,5점만점에 5점,2025.06.25,너무너무 좋아용  아부지가 쓰시는데 몇년째 잘쓰고 있습니다!!0,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,s1208****,,,,,5점만점에 4점,2025.06.13,포장상태  좋습니다신랑이  사용하는데향도  괜찮는것 같고  탄력이 생긴것  같다고 합니다,[옵션] 우르오스 올인원 스킨 밀크,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,야야뉴,,,,,5점만점에 5점,2025.06.07,아버지가 올인원 제품 찾으셔서 평이 괜찮길래 구매해봤어요.,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,골드라이언,,,,,5점만점에 5점,2025.06.03,남편이 로션이 필요하다고 해서드뎌샀습니담ㅋㅋ강추입니다,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,ClaraShin,,,,,5점만점에 5점,2025.06.01,남편이 이것만 써요 처음에는 제형이 넘 묽다고 했는데 적응하더니 이게 더 좋대용,[옵션] 우르오스 올인원 스킨로션,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,하꼬아꼬,,,,,5점만점에 5점,2025.07.04,아부지 드리려고••다른거 한 번 씩 사드려도 결국 이게 제일 좋대요 ㅋㅋ,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,hyeon****,,,,,5점만점에 5점,2025.06.15,"남자 화장품 고민 끝! 이거 하나면 스킨+로션 끝나요남자친구 선물로 뭘 살까 고민하다가 후기가 좋아서 우르오스 올인원 스킨로션 구매했는데,쓰자마자 “이거 진짜 좋다”는 반응 듣고 뿌듯했어요!끈적임 없이 산뜻하게 흡수되는데, 보습감은 꽤 오래 가서피부 건조하거나 번들거림 싫어하는 남성분들한테 딱이에요.면도 후에도 자극 없이 쓸 수 있고, 따로 스킨이나 크림 바를 필요 없이 이거 하나면 끝이라 편하다고 해요.무향에 가까운 향이라 향기 민감한 분들도 부담 없이 쓰기 좋고,이번 기획은 증정용까지 있어서 가성비도 진짜 좋아요.하나는 집에 두고, 하나는 헬스장이나 여행 갈 때 챙겨가면 딱이에요.피부관리 간단하게 하고 싶은 남성분들이나 선물용으로 완전 추천하는 제품입니다 :)",[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,콩스라,,,,,5점만점에 5점,2025.06.04,미니 사이즈 두개증정넘 귀욥 ㅋㅋ원래 남자친구 쓰던거라 재주문했어영,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,주근깨타잔,,,,,5점만점에 5점,2025.06.02,남편이 우로우스만 사용해서  몇번째 구매에요 촉촉하고 순해서좋데요,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,엑스힐니로,,,,,5점만점에 5점,2025.05.19,우르오스 스킨로션 항상 사용하고 있습니다 좋아요! 재구매합니다,[옵션] 스킨로션 200ml,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,은쇼이,,,,,5점만점에 4점,2025.05.11,건성인데 제품 다 팔려서 그냥 이걸로 샀더니 너무 가벼운 타입이네요    ㅠㅠ 하지만 엄청 할인기로 사서 그냥 스킨으로만 쓰고 로션 따로 발라야함,[옵션] 지복합성 페이셜케어 기획세트,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,아웃치와,복합성,쿨톤,모공,잡티,5점만점에 5점,2025.07.02,로션과 밀크에 호칭을 조금 헷갈렸던거 같은데 밀크는 토너처럼 물로된 제형이었고 로션이 실제로 하얗게 나오는 로션 제형이였습니다. 보습력이 좋습니다,[옵션] 우르오스 올인원 스킨로션,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,귤토끼,복합성,쿨톤,모공,미백,5점만점에 5점,2025.07.01,귀차니즘이 심한 남친에게 줄 선물용으로 구매한 올인원스킨밀크에요. 우르오스가 가볍게 쓰기 좋은 제품이라길래 구매했어요.,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,화닝,건성,봄웜톤,모공,잡티,5점만점에 5점,2025.06.30,남편이 이것만 재구매해서 사용중이에요가격대도 괜찮고 보습도 괜찮은가봐요,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,슈의스킨케어,지성,웜톤,민감성,잡티,5점만점에 5점,2025.06.30,아빠 드리려고 샀어용남자분들 이거 무난하게 괜찮은듯해요 끈적이지 않고~,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,수구비비비,중성,겨울쿨톤,다크서클,,5점만점에 5점,2025.06.29,너무 좋아요 다음에도 구매하겠습니다!!❤️❤️💕🙏,[옵션] 우르오스 올인원 스킨 밀크,피부타입,지성에 좋아요,피부고민,주름/미백에 좋아요,자극도,자극이 느껴져요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,수구비비비,중성,겨울쿨톤,다크서클,,5점만점에 5점,2025.06.29,너무 좋아요 다음에도 구매하겠습니다!!❤️❤️💕🙏,[옵션] 우르오스 올인원 스킨로션,피부타입,지성에 좋아요,피부고민,주름/미백에 좋아요,자극도,자극이 느껴져요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,소댕이,민감성,쿨톤,민감성,잡티,5점만점에 5점,2025.06.28,울아부지가 항상 사용하십니다 간편하고 좋다고 하시네용 ㅎㅎ,[옵션] 우르오스 올인원 스킨 밀크,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,지어,민감성,웜톤,모공,트러블,5점만점에 5점,2025.06.28,세일때 저렴하게 구매했습니다 자극없고 순합니다 만족해요,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,아정이의뷰티생활,복합성,여름쿨톤,다크서클,모공,5점만점에 5점,2025.06.26,"아빠 써보라고 함 사드렸었는디 아빠가 이거 한번쓰고는 이것만 써요 완전 정착템,,,, 효녀된 기분 룰루♥♡",[옵션] 우르오스 올인원 스킨로션,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,kxsiix,민감성,쿨톤,모공,민감성,5점만점에 5점,2025.06.25,아빠가 사용하기 좋을 것 같아 구매했는데 역시나 너무 잘 사용하고 계십니당 올인원이라 아침에도 간편하게 사용할 수 있고 피부에 자극도 없어서 앞으로도 계속 구매하실 것 같습니다,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,올챙이뀨,지성,트러블,,,5점만점에 5점,2025.07.09,너무 좋아요~~재구매 의사 있습니다ㅎㅎ추천드려요!!,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
우르오스 페이셜케어 기획세트 중건성&지복합성,서즈,민감성,가을웜톤,모공,민감성,5점만점에 5점,2025.07.09,남자친구 로션 없다고 해서 사줬어요 이번에 미니로 사은품도 줘서 좋네요,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,뽀가지,건성,웜톤,주름,트러블,5점만점에 5점,2025.07.07,묽은 제형이러 가볍게 바르기 좋아요 수분감 가듣함니다요 굿,[옵션] 우르오스 올인원 스킨 밀크 증정 기획,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,,
우르오스 페이셜케어 기획세트 중건성&지복합성,쥬니얌미,,,,,5점만점에 5점,2025.07.05,남동생 사주는데 너무 좋아요! 잘 쓰고있다고 합니다 ㅎㅎ !!!:)~~,[옵션] 우르오스 올인원 스킨 로션 증정 기획,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,,
