product_name,id,top,top href,tag,tag 2,tag 3,tag 4,point,date,txt,txt 2,txt 3,txt_inner,txt_beauty,num,point_flag,more_msg,ico_offlineStore,thum src 4
아비브 부활초 크림 뉴트리션 튜브,에이플랫,TOP 350,javascript:;,복합성,여름쿨톤,다크서클,모공,5점만점에 4점,2025.06.07,건성에 좋아요,진정에 좋아요,자극없이 순해요,저랑 신랑이랑 잘쓰는 제품이에요! 용량이 아쉬운데 대용량으로도 나왔으면 좋겠어여,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",26,,,,
아비브 부활초 크림 뉴트리션 튜브,무무럽럽럽,TOP 481,javascript:;,,,,,5점만점에 5점,2025.06.30,건성에 좋아요,보습에 좋아요,자극없이 순해요,여름에 사용하기에는 좀 무겁지만 가을겨울 봄에ㅜ사용하고 있어요 좋습니다,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,
아비브 부활초 크림 뉴트리션 튜브,beckyy,,,복합성,여름쿨톤,민감성,트러블,5점만점에 5점,2025.07.05,건성에 좋아요,보습에 좋아요,자극없이 순해요,"벌써 재구매만 n번째입니다,, 몇 번 샀는지 기억도 안 나는데 진짜 수분 꿀템이에요! 예전에는 철 소재였나 쨋든 뭔가 쉽게 짜기가 어려웠어서 다른 제품으로 갈아탈까 생각하고 있었거덩여,, 근데 어느새부턴가 튜브로 리뉴얼 됐는데 전보다 훨신 편하고 지금까지도 잘 쓰고 있어요! 제형이 다소 무겁다보니까 나이트루틴에 잘 써주고 있고 뭔가 얼굴이 당긴다?하면 무조건 발라주고 있어요! 속건조 잡기에 너무너무 좋은 제품입니다ㅏ","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,매장,
아비브 부활초 크림 뉴트리션 튜브,마찌마찌,TOP 726,javascript:;,건성,쿨톤,잡티,주름,5점만점에 5점,2025.06.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,꾸준히 구매해서 사용하는 제품이에요.부활초의 트레할로오스 성분이 들어있어서 피부에 수분길을 열어서 촉촉하게 해주는 크림이에요.꾸덕한 제형이지만 피부온도에 스르르 잘 녹아서 부드럽게 발리는편이에요. 처음부터 많은 양을 바르기 보다는 소량씩 짜서 손에서 녹여가며 사용하니까 좋더라구요.다른 화장품들과도 궁합이 좋아서 한겹 바르고 나서 수분크림 또는 보습크림을 위에 추가로 덧발라주고 있는데 좋아요.무향에 끈적임이 없고 화장전에 발라도 밀리지 않아요.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2,,,,
아비브 부활초 크림 뉴트리션 튜브,에이플랫,TOP 350,javascript:;,복합성,여름쿨톤,다크서클,모공,5점만점에 4점,2025.07.09,건성에 좋아요,진정에 좋아요,자극없이 순해요,예민한 피부라 매번 아비브 제품 잘 쓰고 있어요! 디자인도 이쁘고 진정에 괜찮더라구요!,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,
아비브 부활초 크림 뉴트리션 튜브,솔직리뷰주의,TOP 465,javascript:;,민감성,쿨톤,미백,잡티,5점만점에 5점,2025.06.21,복합성에 좋아요,진정에 좋아요,보통이에요,진짜 고보습에 3번구매했는데 주름에 탁월한것 같아요 보습력이 짱이예요,,6,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,
아비브 부활초 크림 뉴트리션 튜브,안경쓴짤랑이,,,트러블성,쿨톤,각질,모공,5점만점에 5점,2025.06.25,복합성에 좋아요,보습에 좋아요,자극없이 순해요,항상 쓰던거라서 삿어요 원래 1+1 기획이 있던거같은데 그게 다시 돌아왓으면 좋겟네요 ㅎ,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,
아비브 부활초 크림 뉴트리션 튜브,엠마스톤,,,건성,겨울쿨톤,민감성,아토피,5점만점에 4점,2025.06.24,복합성에 좋아요,진정에 좋아요,보통이에요,핸드크림같은 패키징인데 쓰기 좋아요 오래 지속되는 느낌보다는 즉시 보습느낌이라 지성 나이트 타임으로 추천합니다,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,매장,
아비브 부활초 크림 뉴트리션 튜브,젤리마스크,TOP 38,javascript:;,건성,여름쿨톤,각질,모공,5점만점에 5점,2025.05.15,건성에 좋아요,보습에 좋아요,자극없이 순해요,부활초 성분 들어있어서 모공 탄력 피부장벽 강화에 도움이 돼요 세럼이랑 같이 사용하면 속건조도 사악 잡아줘서 좋아용,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",7,,,,
아비브 부활초 크림 뉴트리션 튜브,몽하,,,건성,쿨톤,민감성,블랙헤드,5점만점에 5점,2025.07.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,굳굳 세일할 때 저렴하게 구매했어요~~ 매번 재구매하는 상품입니다,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,매장,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,민지닝,,,복합성,쿨톤,블랙헤드,,5점만점에 5점,2025.06.14,건성에 좋아요,보습에 좋아요,자극없이 순해요,늘사용하는제품 입니다 만족하며사용중입니다 만족입니다 ^^,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,
아비브 부활초 크림 뉴트리션 튜브,teunghye,TOP 645,javascript:;,,,,,5점만점에 4점,2025.05.25,건성에 좋아요,보습에 좋아요,보통이에요,이모가 속 건조 고민 때문에 이 제품 사드렸는데 만족하고 잘 쓰셨어요.,,3,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,매장,
아비브 부활초 크림 뉴트리션 튜브,jjina,,,,,,,5점만점에 5점,2025.07.06,복합성에 좋아요,진정에 좋아요,보통이에요,이게 그렇게 좋다고들 유튜브에서 하도 난리길래 한 번 사서 써보고 입덕 하게 된 애정 하게 된 제품 세일 할인 좀 자주 좀 해주세요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,타코짱,,,,,,,5점만점에 5점,2025.06.27,건성에 좋아요,보습에 좋아요,자극없이 순해요,환절기에 피부가 건조해져서 부분보습에 너무 좋아요! 겨울에는 이것만 바릅니당ㅎ 너무 많이 바르면 밀려서 부분만 바르는게 좋더라구요!!,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,여라히,,,,,,,5점만점에 5점,2025.07.04,복합성에 좋아요,진정에 좋아요,보통이에요,매장에서 테스트 해봤는데 촉촉하고 산뜻해서 만족스러웠어용,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1,,,매장,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,바모스단싸르,,,약건성,가을웜톤,모공,미백,5점만점에 5점,2025.06.15,건성에 좋아요,보습에 좋아요,자극없이 순해요,"덩어리채로 꾸덕하게 나오지만 그 어떠한 보습력 막강한 꾸덕한 제품보다 촉촉하게 잘 발림.... 속건조 심하고 티존에 유분기 살짝 올라오는 건성에 가까운 복합성인데 이게 정말 최곱니다,,!! 그리고 전 용기 좋아해요 유니크해서^♡^","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,
아비브 부활초 크림 뉴트리션 튜브,exol****,,,복합성,봄웜톤,다크서클,모공,5점만점에 5점,2025.07.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,수분크림으로 쓰려고 샀어요 아직 안 써봐서 사용감이나 보습력이 어떤지는 잘 모르겠어요. 건성이 쓰기 좋을 것 같아요.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,소이라테,,,,,,,5점만점에 5점,2025.06.16,건성에 좋아요,보습에 좋아요,자극없이 순해요,지속적으로 애용하는 크림입니다. 수분보습엔 이만한게 없죠,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,ccc****,,,,,,,5점만점에 5점,2025.07.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,제가 이걸 진짜 몇 통째 쓰는 지 모르겠어요… 한 6-8통은 쓴 거 같은데 거의 다 써가서 또 샀습니다!건조한 겨울에 써주면 너무너무 좋은 템이에요샵에서 일하는 칭긔한테 추천 받은 크림인데 순하고 보습이 정말정말 잘 됩니다 건성분들에게 너무나도 추천해요 수부지타입도 잘 쓸 수 있는 제품!!! 흠 화잘먹 크림용으론 잘 모르겠어요여름엔 비추고 겨울에는 메컵 전에 얇게 발라줘도 괜찮은 거 같아요저는 그냥 바르거든요 문제 없었음근데 전 파우더로 늘 픽싱하기때문에 그럴 수도 있음근데 얘 다 좋은데 한 가지 진짜 오점6-8통을 비우도록 적응이 안되는 이 알루미늄? 용기…이제는 사실 짜증도 안 나요 근데 긁? 정도는 되는 듯따흑 암튼 그거빼고는 넘나 좋긔🤍,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,zoe****,,,,,,,5점만점에 5점,2025.06.10,복합성에 좋아요,보습에 좋아요,자극없이 순해요,약 한달 조금 넘게 썼는데 피부화장 하기전에 쓰면 진짜 너무너무 좋아요🤍 조금 바르면 보송보송해지구 많이 바르면 피부 진짜 조아져요 !! 담날 아침에 일어나묜 피부 진짜 보들보들해져서 기분도 좋아져요 모든 피부타입 다 추천해요🫶🏻,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,bett****,,,,,,,5점만점에 5점,2025.06.28,건성에 좋아요,보습에 좋아요,자극없이 순해요,돌고돌아 다시 아비브 크림으로ㅎㅎ 아비브 앰풀 후에 스쿠알란 크림으로 마무리 했었는데 얼굴이 계속 붉고 화끈거려서 다시 아비브 크림으로 돌아왔는데 쓰면 쓸수록 진정되고 촉촉해서 너무 좋네요ㅠㅎㅎ케이스가 사용하기 편한 소재로 바뀌어서 더 좋구요! 역시 아비브! 고맙습니다^^,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,ghdtnd****,,,건성,웜톤,각질,모공,5점만점에 5점,2025.06.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,아비브 제품은 워낙에 순해서 진짜 만족하면 잘 사용하고 있어요. 진정에도 좋고 수분감도 좋아서 그냥 피부 컨디션이 조금이라도 내려오면 바로 아비브 크림으로 손이 갑니다. 바르고 다음 날 바로 진정되구요. 어느 제품이랑 함께 사용해도 다 잘 어울려서 너무 좋아요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,매장,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,kimzhenghai,,,,,,,5점만점에 5점,2025.05.14,건성에 좋아요,보습에 좋아요,자극없이 순해요,엄청 순하고 촉촉해서 벌써 두 통째 쓰고 있어요!특별함은 없지만 민감피부이신 분들 수분크림 정착하기 좋을 것 같아요 -다만 튜브 재질이 되게 페인트 벗겨지고 구멍 뚫리는? 딱딱한 핸드크림 용기 재질이라 자꾸 바를 때마다 벗겨진 껍질이 얼굴에 묻어서 제발 용기 재질은 바꿔주셨으면 좋겠어요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,ggong****,,,,,,,5점만점에 5점,2025.07.09,건성에 좋아요,보습에 좋아요,자극없이 순해요,피부가 너무 건조해서 몇 달 전 구입했는데 요거 쓰고 검조함 잡았어요!,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,dor****,,,,,,,5점만점에 5점,2025.07.05,건성에 좋아요,보습에 좋아요,자극없이 순해요,몇년째 이것만사는중이에여 ㅎㅎ 자극없고 조음. 수분필요한 피부라서 매일 발라여,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,hysk****,,,,,,,5점만점에 5점,2025.07.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,여름에 쓰기에는 무겁지만 건조함 잡아주는거에는아비브 크림이 좋습니다 소량만 발라도 건조함이 바로 잡혀요,,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,매장,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,sy1112,,,,,,,5점만점에 5점,2025.06.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,지성에겐  오일리하고 건성에겐 수분이 부족할 듯 합니다복합성 정도면 잘 바르고 다닐 듯 해요!,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,건조핸,,,,,,,5점만점에 5점,2025.06.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,"화해어플을 사용해서 성분을 보는 편인데 성분이 걸리는 것이 하나없고 순해서 민감성인 제피부에 잘 맞는 것 같아요.너무 악건성, 지성분들 빼고는 잘 맞을 듯 해요. 저는 피부타입이 민감성에 건성입니다발림성 좋고 마무리감은 기름지지 않아요. 화장했을때에도 딱히 밀림은 없었습니다.","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,,
아비브 부활초 크림 뉴트리션 튜브,미쓰홍,,,복합성,봄웜톤,미백,민감성,5점만점에 5점,2025.07.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,세통째 구입해요. 촉촉하니 좋아요 피부결도 좋아지구요.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,
아비브 부활초 크림 뉴트리션 튜브,미미언니야,,,건성,쿨톤,미백,민감성,5점만점에 5점,2025.07.08,건성에 좋아요,보습에 좋아요,자극없이 순해요,이 크림이 그~렇게 좋다구해서 주변분들 한테 선물로 드렸는데 다들 너무 좋다하시네요 😌🤍피부 진정에도 좋고 용량도 넉넉한거같아요 ! 튜브타입은 사알짝 불편하긴 해요 ㅠ,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,매장,
아비브 부활초 크림 뉴트리션 튜브,리치걸,TOP 570,javascript:;,지성,여름쿨톤,모공,미백,5점만점에 5점,2025.07.02,건성에 좋아요,보습에 좋아요,자극없이 순해요,양도 많아서 좋고 촉촉하고 보습 잘되서 좋습니다 굿굿입니당,,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,매장,
아비브 부활초 크림 뉴트리션 튜브,ii33****,,,,,,,5점만점에 5점,2025.06.29,건성에 좋아요,보습에 좋아요,자극없이 순해요,꼭있어야되는 크림이예요 몇통째쓰는지알수가없어요 엄마도친구들도 써보고 다좋다고해요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,space****,,,,,,,5점만점에 5점,2025.06.29,복합성에 좋아요,보습에 좋아요,자극없이 순해요,순해요 가겹고! 보습도 확실히 되는게 느껴짐 사세요 그냥 사세요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,매장,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,jun7****,,,,,,,5점만점에 4점,2025.06.25,건성에 좋아요,보습에 좋아요,자극없이 순해요,케이스가 바뀌어서 사용하기 편해졌어요~저녁에 듬뿍 바르고 자면 좋은것 같아요~세일할  때 미리 구매함,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,시은우,,,,,,,5점만점에 5점,2025.06.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,아비브 부활초 크림 뉴트리션 튜브를 얼굴에 바르면 촉촉한 느낌이 나요.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,시은우,,,,,,,5점만점에 5점,2025.06.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,아비브 부활초 크림 뉴트리션 튜브를 얼굴에 바르면 촉촉한 느낌이 나요.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,매장,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,멍자,,,,,,,5점만점에 5점,2025.05.21,복합성에 좋아요,보습에 좋아요,자극없이 순해요,자극없이 순한성분이고 꾸덕한 제형인데 바른 후 흡수력도 좋고 끈적이지 않고 산뜻하니 좋아요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
