product_name,id,top,top href,tag,tag 2,tag 3,tag 4,point,date,txt,txt 2,txt 3,txt_inner,txt_beauty,num,point_flag,more_msg,ico_offlineStore,thum src 4
아비브 부활초 크림 뉴트리션 튜브,yinse,TOP 116,javascript:;,지성,봄웜톤,모공,블랙헤드,5점만점에 5점,2025.03.11,지성에 좋아요,보습에 좋아요,자극없이 순해요,꾸덕한 크림이어서 좋아요!자기 전에 바르고 자면 보습되는 거 같아서 좋아요,,13,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,매장,
아비브 부활초 크림 뉴트리션 튜브,하루야산책가자,,,,,,,5점만점에 5점,2025.06.08,건성에 좋아요,보습에 좋아요,자극없이 순해요,"제형이 쫀쫀하고 꾸덕한 편이지만 피부에 부드럽게 펴 발리고 흡수도 나쁘지 않아요. 바르고 나면 피부에 보호막이 씌워진 것처럼 촉촉하고 윤기가 돌아요. 밤에 바르고 자면 다음 날 아침 피부결이 정돈되어 있고, 촉촉하고 부드러운 느낌이 오래 지속돼요.부활초 성분 덕분인지 피부가 민감할 때 사용해도 자극 없이 진정되었고, 붉은기나 푸석함이 완화되는 느낌도 있었어요. 다만 여름이나 지성 피부에는 다소 무겁게 느껴질 수 있고, 소량씩 레이어링하는 게 더 좋았어요. 전반적으로 보습력과 진정 효과 모두 만족스러웠던 크림입니다.","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,Y9,,,,,,,5점만점에 5점,2025.06.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,한달 써보니 느껴보니 일단 바른후 끈적함이 없어서 가장 좋았고 메이크업전에 발라도 밀림없이 좋더라고요항상 보습크림을 발라도 바르고나면 속수분이 날아가서 건조했는데 수딩수분크림을 바르고 이 크림을 바르면 속수분 겉수분을 꽉 잡아줘서 건조하지않고 좋아요 그리고 피부장벽이 무너질때 사용해도 따갑거나 자극감이 없어서 가장 좋은거 같아요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,소고기국밥의국물,,,복합성,가을웜톤,미백,잡티,5점만점에 5점,2025.06.04,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요,향은 아예 무향이구 다른 크림에 비해서 좀 꾸덕한 편인거 같아요 ! 부활초가 피부에 좋다고 해서 쓸려고 하는데 밤에 바르고 자면 아침에 피부도 부드러워지구 결도 좀 좋은 것 같아요 :) 특히 눈가가 건조해서 한번 더 바르고 자는데 특별히 안좋은 점 없이 누구나 잘 쓸 수 있는 크림 같네요 ㅎㅎ,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,jjina,,,,,,,5점만점에 5점,2025.06.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,이게 그렇게 좋다고들 유튜브에서 하도 난리길래 한 번 사서 써보고 입덕 하게 된 애정 하게 된 제품 세일 할인 좀 자주 좀 해주세요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,유돋,,,건성,가을웜톤,다크서클,미백,5점만점에 5점,2025.06.30,복합성에 좋아요,진정에 좋아요,보통이에요,좋아요 새트로샀어요 군데 다 영어로 혹은 작은한글로써이써서 불편해요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,
아비브 부활초 크림 뉴트리션 튜브,건성n수부지,,,건성,쿨톤,각질,모공,5점만점에 5점,2025.06.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,이 제품은 환절기에 바르면 딱 좋은 것 같아요. 쌩여름엔 저녁에만 바르는게 좋을 것 같고요. 세럼들 여러번 얹고 마지막에 크림 조금 얹으면 좋아요.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,
아비브 부활초 크림 뉴트리션 튜브,올립영전메이투,TOP 413,javascript:;,복합성,웜톤,다크서클,모공,5점만점에 3점,2025.05.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,"🫶전 올영 메이트의 찐 간증 후기🫶건성인데 탄력이나 주름 걱정되시는 분들이나 부모님께 선물 드릴 기초제품 찾으시는 분들께 많이 추천드렸던 제품이에요! 저도 어머니 선물용으로 구매했는데 제품 자체는 순해서 민감성 분들도 사용 가능하실 거 같고 부활초 성분이 들어가있다보니 주름개선과 탄력에 효과가 있는 제품이에요 !위의 말만 들었을 때는 제품력이 좋은 거 같은데 왜 별을 3개를 줬냐면,,, 용기 !!! 저 용기가 너무 불편해요 !!! 제발 용기를 바꿔주세요 ,,, 튜브 타입인 건 위생상도 그렇고 편하고 좋은데  철,,,? 쇠? 어쨌든 그런 튜브형태라 계속 짜서 쓰다보면 너무 땍딱해서 짜기가 힘들고 옆에가 자꾸 터져요 ㅋㅋ,,, 튜브형태도 우리 말랑말랑한 튜브가 있잖아요,,,? 브랜드 관계자님 보고 계신가요??? 용기를 좀 바꿔주세요,, 제품력은 엄마가 좋다고 하시는데 용기가 불편하다고 못쓰겠다고 하신다구요ㅠ 둔한 저희도 느낀다면 소비자들 모두 같은 문제에 불편함을 느끼고 있을 거라는 거,,,그러니,,, 제품력만 보고 구매하신다면 오케이,,, 다만 ,,, 용기의 불편함은 감수해야 하십니다,,, 용기가 바뀌는 그날까지 당분간 구매하지 않는 것으로,,,🙇‍♀️🫶 도움이 되셨다면 좋아요 한번씩만 눌러주세용 🫶🙇‍♀️","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",18,,,,
아비브 부활초 크림 뉴트리션 튜브,진주다,,,건성,쿨톤,다크서클,민감성,5점만점에 4점,2025.07.02,건성에 좋아요,보습에 좋아요,자극없이 순해요,큰 효과는 안느껴져서 재구매 의사는 없으나 끈적거리지 않아서 좋았습니다,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,yinse,TOP 116,javascript:;,지성,봄웜톤,모공,블랙헤드,5점만점에 5점,2025.02.28,지성에 좋아요,보습에 좋아요,자극없이 순해요,꾸덕꾸덕한 크림이라 너무 좋았어요.. 🤤지성인데도 자기 전에 발라주면 괜찮더라구요!,,13,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,매장,
아비브 부활초 크림 뉴트리션 튜브,yinse,TOP 116,javascript:;,지성,봄웜톤,모공,블랙헤드,5점만점에 5점,2025.01.07,복합성에 좋아요,보습에 좋아요,자극없이 순해요,이번에 또 구매했어요!꾸덕한데 끈적이지 않아서 너무 좋아요! 스킨케어마지막 단계에 사용해줘요 🤤,,14,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,매장,
아비브 부활초 크림 뉴트리션 튜브,yinse,TOP 116,javascript:;,지성,봄웜톤,모공,블랙헤드,5점만점에 5점,2024.12.31,복합성에 좋아요,보습에 좋아요,자극없이 순해요,더블 기획으로 구매해봤는데겨울철에 쓰기에 좋아요! 무거워서 보습력이 좋은 거 같아요,,15,,,매장,
아비브 부활초 크림 뉴트리션 튜브,요니크,,,,,,,5점만점에 5점,2025.06.28,복합성에 좋아요,보습에 좋아요,자극없이 순해요,보습에 좋아요  지속력도 좋은편이예요 좋습니다 만족해요오,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,
아비브 부활초 크림 뉴트리션 튜브,ii33****,,,,,,,5점만점에 5점,2025.06.19,건성에 좋아요,보습에 좋아요,자극없이 순해요,몇통째쓰는지 세아릴수가없음ㅋ 다른크림써도 이크림이자꾸손이가요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,gov****,,,,,,,5점만점에 5점,2025.06.13,지성에 좋아요,보습에 좋아요,자극없이 순해요,연고같은 제형인데 피부에 흡수가 빠르고 자극없이 순해요!,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,danny****,,,,,,,5점만점에 5점,2025.06.09,건성에 좋아요,보습에 좋아요,자극없이 순해요,아비브의 부활초 모든 제품들을 사랑합니다 크림도 샘플로 받아서 잘 사용해서 이번에는 본품으로 주문했네요 모델링팩 마스크팩 크림 말고 부활초의 다른 제품은 뭐가 있는지 찾아봐야겠습니다,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,매장,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,짱다,,,지성,봄웜톤,모공,블랙헤드,5점만점에 3점,2024.08.15,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요,"꾸덕꾸덕한 제형의 보습 크림입니다:)생긴 것도 그렇지만, 약간 시어버터 들어간 리치한 핸드크림들이랑 제형 및 사용감이 비슷하다고 느꼈어요.가을/겨울 등 건조한 날씨에 사용하기 좋아요!탄력 효과 자체는 그냥 무난한 정도인 것 같지만, 보습력이 좋아서 건성분들께 가장 추천해요지성한테는 많이 무거울 듯 합니다..ㅜ문제는 제품 용기가 매우 별로인데, 짜려고 용기를 누르면 시간이 지날수록 누르는 부분이 찢어져요ㅋㅋㅋ이런 패키지의 핸드크림들이 쓰다 보면 가장자리가 다 찢기고, 구멍나고, 날카로워져서 거기에 찔리기도 하고, 그 틈으로 내용물이 나와서 정말 불편한데 얘도 딱 그렇습니다^^이건 개선하면 좋을 것 같아요(그리고 이전부터 궁금했던 건데 아비브는 왜 제품 겉면에 성분, 사용법 등을 다 영어로 써놓는 건가요...?? 성분까지야 그래...컨셉인가보다 하고 넘기는데 사용법, 주의사항까지 영어로 써있는 게 약간 킹받아요 외국제품 수입한 것 같아요ㅜ)","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",99,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,
아비브 부활초 크림 뉴트리션 튜브,손j,,,건성,봄웜톤,다크서클,모공,5점만점에 4점,2025.06.25,건성에 좋아요,보습에 좋아요,자극없이 순해요,촉촉해서 좋은데 건성이어도 여름에 사용하기엔 번들거리네요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,모오,,,복합성,겨울쿨톤,미백,블랙헤드,5점만점에 5점,2025.06.21,복합성에 좋아요,보습에 좋아요,보통이에요,얼굴에 바르는 보습크림으로 좋아요 많니 기름지지듀 않고용,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,
아비브 부활초 크림 뉴트리션 튜브,엠마스톤,,,건성,겨울쿨톤,민감성,아토피,5점만점에 4점,2025.06.11,복합성에 좋아요,진정에 좋아요,보통이에요,핸드크림처럼 생겨서 처음에 좀 헷갈리지만 꾸덕하고 좋아요.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,매장,
아비브 부활초 크림 뉴트리션 튜브,oozn,,,민감성,여름쿨톤,모공,민감성,5점만점에 5점,2025.06.10,복합성에 좋아요,보습에 좋아요,보통이에요,처음 써봤는데 대만족합니다! 다음에도 또 구매할 거예요!!!!!,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,
아비브 부활초 크림 뉴트리션 튜브,짱다,,,지성,봄웜톤,모공,블랙헤드,5점만점에 3점,2024.04.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,"꾸덕꾸덕한 제형의 보습 크림입니다:)생긴 것도 그렇지만, 약간 시어버터 들어간 리치한 핸드크림들이랑 제형 및 사용감이 비슷하다고 느꼈어요.가을/겨울 등 건조한 날씨에 사용하기 좋아요!탄력 효과 자체는 그냥 무난한 정도인 것 같지만, 보습력이 좋아서 건성분들께 가장 추천해요지성한테는 많이 무거울 듯 합니다..ㅜ문제는 제품 용기가 매우 별로인데, 짜려고 용기를 누르면 시간이 지날수록 누르는 부분이 찢어져요ㅋㅋㅋ이런 패키지의 핸드크림들이 쓰다 보면 가장자리가 다 찢기고, 구멍나고, 날카로워져서 거기에 찔리기도 하고, 그 틈으로 내용물이 나와서 정말 불편한데 얘도 딱 그렇습니다^^이건 개선하면 좋을 것 같아요(그리고 이전부터 궁금했던 건데 아비브는 왜 제품 겉면에 성분, 사용법 등을 다 영어로 써놓는 건가요...?? 성분까지야 그래...컨셉인가보다 하고 넘기는데 사용법, 주의사항까지 영어로 써있는 게 약간 킹받아요 외국제품 수입한 것 같아요ㅜ)","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",37,,,,
아비브 부활초 크림 뉴트리션 튜브,밥먹기장인,TOP 956,javascript:;,,,,,5점만점에 5점,2024.01.18,지성에 좋아요,보습에 좋아요,자극없이 순해요,"피부타입 : 지성,여드름,수부지조금만 돌아다녀도 기룸기 터지는 악지성인데도, 수분이 부족해서 또 겨울이라 얼굴에 땡김이 느껴지더라구요.스킨-에센스-크림으로만 마무리 하는데🔥 화장하면 파운데이션이 잘 안먹어서 얼굴에 영양이 부족하구나...싶어서 영양크림용으로 구매했습니다.지성에게는 여드름을 유발하는 것 같다는 후기를 봐서 얼굴에 얇게 도포 할 정도로만 사용합니다. 크림 자체가 엄청 꾸덕한 느낌이에요. 구렇다고 유분감이 있는것도 아닙니다.확실히 진정보다는 보습을 주는 느낌입니다. 영양을 준다는 느낌을 받았습니다. 다음 날 화장할 때 화장이 잘 먹더라구요.물론 아침에는 바르지 않습니다. 유튜브를 보니이 제품을 바르고 화장을 해도 밀리지는 않는다고 하지만 피부가 예민해서 이 크림을 바르고 화장하면 피부가 뒤집어질 것 같았습니다..유튜브 님께서 지성은 한겹으로 바르고 건성은 두 번  발라도 좋다고 하시더라고요.📌📌결과적으로는 지성 피부에게 저녁 마지막에 바르는 영양크림용으로 딱 좋았습니다.📌 영양을 채워주는 느낌이다.📌 저녁에만 얇게 바른다.📌 걱정과는 다르게 피부가 뒤집어지지 않았다.📌 꾸덕하지만 유분감이 엄청난 것도 아닙니다.📌피부장벽이 개선된답니다!!여드름 진정 화장품만 사용하다가 피부장벽이 좋아지면 여드름도 안나겠지.. 하면서 사용하고 있습니다.😊😊","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",61,,,,
아비브 부활초 크림 뉴트리션 튜브,꼬질꼬질뚱쭝햄,,,복합성,봄웜톤,각질,다크서클,5점만점에 5점,2023.11.26,건성에 좋아요,보습에 좋아요,자극없이 순해요,올 겨울은  부활초 크림으로 결정했습니다케이스는 아래부분부터  살짝 눌러서  쓰다가 어느정도 올라오면 주먹쥐고 짜주면 편하더라구요저는 얼굴에 바로  올려도 잘 발려서 상관없이 쓰는데이렇게 꾸덕한 크림은  손가락에 짠다음  비벼서 어느정도 녹인 다음에 얼굴에 누르듯이 바르는것도  좋아요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",60,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,
아비브 부활초 크림 뉴트리션 튜브,혀무링,,,복합성,여름쿨톤,트러블,홍조,5점만점에 5점,2023.04.22,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"사진상으로는 티가 많이 안 나는 것 같긴 하지만 /갓 생긴 여드름+좁쌀/ 에 효과를 보았습니다!⭐️이사로 인해 먼지 뒤집어씀 + 주거환경 습도 등 급변화 두 요인으로 인해 피부가 싹 뒤집어졌어요. 그래서 올영을 뒤져보다 아비브 부활초 크림을 샀습니닷.⭐️유수분 밸런스 잡기 좋아요! 유분기 돌며 코팅되는 제형이 아니고 흡수가 싹 되어서 속 수분을 채우고 겉으로 적당한 쫀쫀함이 남는.. 제형입니다. 양만 조절해서 바르면 위에 화장을 해도 밀리지 않아요!결론적으로 유수분 밸런스를 잃어 급 여드름 폭발했을 때 진정하기 좋은 것 같습니다. 저같은 피부타입에게 추천,,","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",77,,,,
아비브 부활초 크림 뉴트리션 튜브,우아우아우ㅏㅇ우아,,,복합성,겨울쿨톤,민감성,블랙헤드,5점만점에 5점,2025.06.11,건성에 좋아요,보습에 좋아요,자극없이 순해요,묵직하지만 마냥 끈적거리지는 않아서… 건성이 봄여름 언저리에 쓰기즇은것갗아요,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,매장,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,qlqjs****,,,복합성,쿨톤,블랙헤드,트러블,5점만점에 5점,2025.06.28,복합성에 좋아요,보습에 좋아요,자극없이 순해요,자극없이 발림성이 좋아여향은 좀 그런데꾸덕한 느낌 치곤 챱 잘발려용,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,뽀미루,,,,,,,5점만점에 5점,2025.06.05,건성에 좋아요,진정에 좋아요,보통이에요,"화해어플을 사용해서 성분을 보는 편인데 성분이 걸리는 것이 하나없고 순해서 민감성인 제피부에 잘 맞는 것 같아요.너무 악건성, 지성분들 빼고는 잘 맞을 듯 해요. 저는 피부타입이 민감성에 건성입니다발림성 좋고 마무리감은 기름지지 않아요.화장했을때에도 딱히 밀림은 없었습니다.","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,HRan,,,복합성,웜톤,모공,홍조,5점만점에 5점,2025.07.09,건성에 좋아요,보습에 좋아요,자극없이 순해요,수부지인데도 유분기 많이 느껴지지 않고 보습력이 좋아서 계속 쓰고 있습니다.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,KKingPotato,,,복합성,봄웜톤,민감성,,5점만점에 5점,2025.06.22,건성에 좋아요,보습에 좋아요,자극없이 순해요,"끈적임 없이 흡수가 빨라서 데일리 케어용으로 딱 좋고, 보습감도 오래 지속돼서 속건조까지 잘 잡아줘요. 민감한 피부에도 자극 없이 잘 맞았어요.","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,,,매장,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,bamhanl1,,,지성,웜톤,,,5점만점에 5점,2025.06.17,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성분들 한 겨울에 쓰시기에 너무 너무 좋은 것 같아요. 지성 한테는 조금 무거운 편이구요‘,,0,,,매장,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,thewwadhk,,,복합성,웜톤,모공,아토피,5점만점에 5점,2025.06.12,복합성에 좋아요,진정에 좋아요,보통이에요,아토피피부인데이 제품이 뭔가? 잘맞는거같아서꾸준히 2통째 사용중입니다,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
아비브 부활초 크림 뉴트리션 튜브,마찌마찌,TOP 726,javascript:;,건성,쿨톤,잡티,주름,5점만점에 5점,2025.04.30,건성에 좋아요,보습에 좋아요,자극없이 순해요,🌸 한달이상 후기 🌸꾸준히 구매해서 사용하는 제품이에요.부활초의 트레할로오스 성분이 들어있어서 피부에 수분길을 열어서 촉촉하게 해주는 크림이에요.꾸덕한 제형이지만 피부온도에 스르르 잘 녹아서 부드럽게 발리는편이에요. 처음부터 많은 양을 바르기 보다는 소량씩 짜서 손에서 녹여가며 사용하니까 좋더라구요.다른 화장품들과도 궁합이 좋아서 한겹 바르고 나서 수분크림 또는 보습크림을 위에 추가로 덧발라주고 있는데 좋아요.무향에 끈적임이 없고 화장전에 발라도 밀리지 않아요.,,2,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,,
