product_name,id,tag,tag 2,tag 3,tag 4,point,date,txt,txt 2,txt 3,txt_inner,point_flag
에스트라 아토베리어 365크림,salmons2,,,,,5점만점에 5점,2025.06.29,복합성에 좋아요,진정에 좋아요,자극없이 순해요,크림 중에 유일한 정착템입니다 !!발림성이 좋고 끈적이지 않아요,
에스트라 아토베리어 365크림,crom****,,,,,5점만점에 5점,2025.06.10,복합성에 좋아요,보습에 좋아요,자극없이 순해요,매번 구입하는 상품입니다. 자극없이 순하고 보습력이 넘 좋습니다.,
에스트라 아토베리어 365크림,아우더워,중성,쿨톤,홍조,,5점만점에 2점,2024.02.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,지금같이 건조한 계절에는 아토베리어 365크림만한 아이가 없는 것같아요🩶🩶 안에 캡슐이 톡톡 터져서 피부에 흡수되면 건조함은 물론 수분감과 보습감을 채워줘서 정말 괜찮아요💞💕 리뉴얼 되었다 고 하는데 사용하고 나서 딱히 다른점은 모르겠어요ㅋㅋ💟 추천해요💪::사용후 피부염때문에 고생했어요😅 테스트후 구매하세요‼️‼️,한달이상사용
에스트라 아토베리어 365크림,hjdho,복합성,웜톤,트러블,,5점만점에 5점,2024.01.23,건성에 좋아요,보습에 좋아요,자극없이 순해요,"- 피부장벽 관련 크림을 구매하고 싶었는데 마침 리뉴얼 되어 나왔다해서 구매했어요! 수분감이 느껴지고 가볍게 발려서 아침, 저녁 모두에 발라도 좋을 것 같아요! - 겨울에는 모든 피부타입, 여름에는 건성 분들한테 좋을 것 같아요- 겨울이지만 크림이 촉촉해서 바르고 나면 건조함이 안느껴져요!",
에스트라 아토베리어 365크림,ljy****,,,,,5점만점에 5점,2025.07.20,복합성에 좋아요,보습에 좋아요,자극없이 순해요,[복합성 민감성 피부]이거 솔직히 처음 발랐을때 유분기 돌아서 여름엔 안발라야겠다.. 하고있었는데 피부장벽 무너져서 장벽크림의  필요성을 느끼고 TRY 해봤습니다근데 기적처럼 피부장벽 돌아오고 붉은끼도 잡아줘서 평생애착템 될 것 같습니다요즘 연예인템으로 자주 나오던데 괜히 유명한게 아닙니다 꼭 쓰세요!,
에스트라 아토베리어 365크림,jullie****,,,,,5점만점에 5점,2025.07.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,1년전부터 이 제품만 사용하고 있어요! 피부에 가장 중요한건 보습이라고 하던데 이 크림을 얼굴에 바르면 번들거림없이 깔끔하게 피부가 보호받고 있다는 느낌이 들더라고요. 제가 복합성 피부긴한데 이 크림은 유분기를 더 증발 시키지는 않아서 괜찮더라고요. 겨울/여름 계절 상관없이 에스트라만 사용합니다 ㅠㅠ,
에스트라 아토베리어 365크림,Yisumin,,,,,5점만점에 5점,2025.07.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,자극도 없어서 보습에 좋구요피부 장벽 무너졌을 때 이거 하나만 두껍게 바르기 좋아요,
에스트라 아토베리어 365크림,온죠,건성,쿨톤,민감성,,5점만점에 5점,2025.07.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,에스트라 예전에 한번 써보고 이번에 다시 써봤는데 역시 좋네요,한달이상사용
에스트라 아토베리어 365크림,Dalna,건성,웜톤,각질,민감성,5점만점에 5점,2025.07.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,계속 쓰던 거에요 보습력이 좋아요 몇통째 비웠는지 모르겠네요ㅎㅎ,
에스트라 아토베리어 365크림,k202302117****,,,,,5점만점에 5점,2025.06.25,건성에 좋아요,보습에 좋아요,자극없이 순해요,이건 진짜 올영세일때 무조건 많이 쟁일수록 좋은 것쌓여있는 이 친구들을 볼때면 마음이 편안해짐저는 여름에는 그나마 기름기가 돌지만 잠깐의 여름을 제외하고는 극건성인데 유일하게 그런 제 악건성에 보습을 해줄 수 있는 로션이 바로 아토베리어입니다참고로 여름에도 전 이 친구 바릅니다 헤헤,
에스트라 아토베리어 365크림,zhang****,,,,,5점만점에 5점,2025.06.19,건성에 좋아요,보습에 좋아요,자극없이 순해요,"에스트라 아토베리어 크림… 이거 써보니 “올영 어워즈 1등” 다 이해돼요! 피부가 민감하거나 건조할 때 발림하면，보습막이 바로 형성되어서 하루 종일 촉촉함 유지돼요. 특히 화장 전에 사용하면 메이크업도 더 끈끈하게 붙어요—59,400원 주고 두 개 샀는데 절대 후회 안 할 거예요.",
에스트라 아토베리어 365크림,xon,건성,쿨톤,민감성,트러블,5점만점에 5점,2024.08.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,이것만 발라도 촉촉해서 좋아요 건성분들 사용하기 좋을듯해요,한달이상사용
에스트라 아토베리어 365크림,hjdho,복합성,웜톤,트러블,,5점만점에 4점,2024.05.19,건성에 좋아요,보습에 좋아요,자극없이 순해요,피부장벽강화에 도움된다는 리뷰가 많아서 구매해보았는데 바르고나면 건조함이 덜해서 좋아요 튜브형이라 사용하기도 편해요,한달이상사용
에스트라 아토베리어 365크림,xon,건성,쿨톤,민감성,트러블,5점만점에 5점,2024.04.20,건성에 좋아요,보습에 좋아요,자극없이 순해요,화장하기 전보단 자기 전에 바르먼 좋아요! 촉촉한 편이에요,
에스트라 아토베리어 365크림,뱝보,,,,,5점만점에 5점,2025.07.22,건성에 좋아요,보습에 좋아요,자극없이 순해요,조금만 발라줘도 수분 보습이 확실하고 장벽도 튼튼해져요!,
에스트라 아토베리어 365크림,nicezhuzhu,,,,,5점만점에 5점,2025.07.25,건성에 좋아요,보습에 좋아요,자극없이 순해요,"겨울철에도 각질 없이 촉촉한 피부 유지가 가능한 크림!바르자마자 건조함이 사라지고, 오랜 시간 수분이 잠긴 듯한 느낌이 들어요.향도 무향에 가까워 민감피부도 부담없이 사용 가능합니다.",
에스트라 아토베리어 365크림,정재현남편,민감성,여름쿨톤,다크서클,모공,5점만점에 4점,2025.07.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,저는 복합성이라 안 맞아서 언니 줬는데 너무 잘 쓰고 있더라구요. 건성분들이 쓰시면 좋아하고 복합성이나 지성이 쓰면 기름이 껴서 트러블이 더 나는..,한달이상사용
에스트라 아토베리어 365크림,Minna,민감성,웜톤,다크서클,모공,5점만점에 5점,2025.07.05,복합성에 좋아요,보습에 좋아요,자극없이 순해요,어떤 계절이든 매번 사용하는 제품입니다 ㅎㅎ 자극없고 흡수 잘되고 보습 잘되어서 좋아요 !,
에스트라 아토베리어 365크림,용우용우,민감성,쿨톤,민감성,홍조,5점만점에 5점,2025.07.02,건성에 좋아요,보습에 좋아요,자극없이 순해요,아토베리크림 순해서 좋아요 트러블도 안생기고 이제품으로 쓰려구요,
에스트라 아토베리어 365크림,뚱챙이,복합성,웜톤,다크서클,모공,5점만점에 5점,2024.02.08,건성에 좋아요,보습에 좋아요,자극없이 순해요,온가족이 사용하는 에스트라리뉴얼템이라니 눈에 불을켜고 눌럿슴다ㅋㅋ당첨되서 너무 조아용튜브형인것도 에스트라인것도 리뉴얼되서 더 강력해진것도 좋네용겨울철에 보습하기 좋아요! 여름엔 ㄴ ㄴ,
에스트라 아토베리어 365크림,흰모찌잉,복합성,쿨톤,각질,다크서클,5점만점에 5점,2024.04.20,건성에 좋아요,보습에 좋아요,자극없이 순해요,더이상 말해모할까요 ~~~장점 말할라면 이야기 한트럭 나옵니닷🥳🥳건조하고 예민한 피부결 단시간으로 진정보습 할수 있는 크림 단연 요 아토베리어크림이라구 생각해요. 🩵🩵피부에스며들었을때 쫙 잡아주면서 발란스를 잘 맞춰주어서 인지 피부가 굉장히 편안하더라구요😘,한달이상사용
에스트라 아토베리어 365크림,차곡차곡,건성,여름쿨톤,모공,민감성,5점만점에 5점,2024.04.07,건성에 좋아요,보습에 좋아요,자극없이 순해요,"‼️뭘해도 속건조가 안 잡힌다면,,,,,,에스트라 정말 추천합니다에센스도 같이 쓰고 있는데 진짜 좋아요✔️악건성 민감성 피부라서 사계절용으로 바릅니다✔️보습감 짱짱 (기름지는 재질 절대 아님)✔️발림성 흡수력 좋아요✔️듬뿍 바를 필요 없고, 소량만 바르세요(리뉴얼 전 수십통 써 본 저의 후기는 리뉴얼 전/후 모두 만족)",한달이상사용
에스트라 아토베리어 365크림,코기러버,민감성,웜톤,민감성,블랙헤드,5점만점에 1점,2024.03.24,복합성에 좋아요,보습에 좋아요,자극이 느껴져요,사자마자 저녁에 딱 한번 바르고얼굴이 간질간질해서 바아로 다시 세수하고평소에 쓰던 크림 바르고 잤네요그리고 다음날 바아로 당근에 팔아버린..... 하하....아무래도 이번 생엔 에스트라와는 인연이 없나봐요..이렇게 인기가 많은데도 말이에요.... 허허...아무리 유명해도 안맞는 건 어쩔 수 없고저같은 민감성 피부는 그저 눈물만...안맞는 거랑 별개로 제형감이 진짜 너무 좋아요왜 유명한지 알겠더라구요 얼굴 보송보송 그잡채,한달이상사용
에스트라 아토베리어 365크림,흰모찌잉,복합성,쿨톤,각질,다크서클,5점만점에 5점,2024.03.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,🎈애정하는 크림이 업그레이드 되서 돌아왔다~? 안써볼 이유 없죠~😊거의 국민 크림이라고 해도 될정도로 에스트라 아토베리어 크림 다들 써보셨을거같은데!뉴 아토베리어 크림은 전 버전 보다 🌷좀더 제형이 꾸덕하고 밤 같은 제형이랄까 ! 고론 느낌을 받았어요 입자를 손가락의 열로 잘 녹여주면서 발라주니 피부 보습막 이 사악 되는 느낌이였어요💛특별하게 외관 패키지가 변한것도 아니고 그래서 뭐가 달라진건지 확 느껴지는 부분은 없었지만  갖고 있는 리뉴얼 전 아토베리어랑 비교 해보니 알갱이 입자가 좀더 많고 좀더 쫀쫀해졌달까~?💛환절기 피부 에스트라 아토베리어로 보습 가보자고~💫,
에스트라 아토베리어 365크림,흑임자죽,복합성,여름쿨톤,다크서클,블랙헤드,5점만점에 5점,2024.03.01,복합성에 좋아요,보습에 좋아요,자극없이 순해요,-기존 버전만 10통 넘게 쓴 자의 한달 사용기-제형 차이: 기존 버전과 비교했을 때 리뉴얼이 더 가볍고 얇은 느낌이지만 실제로 둘을 동시에 발라 비교해보면 리뉴얼 버전의 수분감이 더 강하고 오래 유지됩니다사용후기:  저는 수부지 피부이고 평소 밤도 자주 세고 여러 기초제품을 테스트한다고 번갈아 사용하다 보니 피부 예민+유수분 밸런스 개판 상태라 이번 한달동안은 나이트케어용 수분크림으로 정말 이것만 발랐습니다적당한 유분감과 풍족한 수분감 덕에 좁쌀 여드름이나 별다른 트러블 없이 한달동안 만족하면서 사용중입니다또 감기 때문에 코를 하도 많이 풀어서 피부가 따가운 상태인데 밤에 바르고 자면 상당히 진정되기도 합니다한여름이 오면 어떨지 모르지만 봄까지는 문제없이 잘 사용할 것 같아요!제가 먼저 써보고 마음에 들어서 극건성 피부인 가족들 것도 다른 플랫폼에서 주문해서 쓰고 있는데 가족도 리뉴얼 버전이 겨울에 쓰기에 훨씬 만족스럽다고 합니다팁:단품 구매보다는 2개 기획이 더 저렴하고 세일도 자주하니 세일을 기다렸다가 지인이나 가족과 같이 구매하시는 걸 추천드려요ㅎㅎ,한달이상사용
에스트라 아토베리어 365크림,하루건강,민감성,웜톤,미백,홍조,5점만점에 5점,2024.02.29,건성에 좋아요,보습에 좋아요,자극없이 순해요,"✔️총평 : 5/5✔️사용계기:요즘 피부 장벽이 많이 무너진 것 같아서,,, 새로운 화장품을 사용하려고 구매했습니다.✔️사용감: 끈적임이 많이 없고 흡수가 잘 됩니다. 밤에 로션 바르고 자면 좋구, 화장 전에도 밀림 거의 없어서 좋아요!!!✔️자극도: 없음. 저는 이거 여러번 사용해봤는데 자극은 없었어요✔️ 재구매의사: 다음에 또 재구매할 것 같아요!!1",한달이상사용
에스트라 아토베리어 365크림,치키차카초초,복합성,웜톤,모공,민감성,5점만점에 5점,2024.02.19,건성에 좋아요,보습에 좋아요,자극없이 순해요,저는 에스트라 아토베리어 크림 리뉴얼 후 제품만 사용해 봤어요리뉴얼 전부터 좋다는 말 많이 들었는데 고민만 하다가 이번에 리뉴얼 후 제품을 구매하게 되었습니다양 조절이 가장 중요한 거 같아요건성이시라면 상관 없겠지만 저 같은 복합성이나 지성이신 분들은 양을 조금만 많이 바르게 되면 트러블이 생길 수 있어요처음에 멋 모르고 좋다는 생각에 듬뿍 듬뿍 발랐는데 트러블이 생기더라구요ㅜㅜ그 후로 손이 잘 안 갔는데 최근에 아주 조금의 양을 얇게 펴 바르듯이 발라주니까 또 괜찮아서 잘 사용하고 있습니다요즘 레티놀 성분의 제품들의 애용 중인데 레티놀이 피부를 건조하게 할 수 있다고 해서 함께 사용해 주면 건조하지 않고 좋네요,한달이상사용
에스트라 아토베리어 365크림,체리영,건성,봄웜톤,각질,모공,5점만점에 5점,2024.02.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,"저는 왜 이 크림을 이제서야 구매했을까요,, 정말 너무너무 마음에 들어서 다 사용하지도 않았는데 세일에 맞춰서 더 구매 할 예정 입니다 촉촉함은 물론이고 속당김까지 답아주네요 심지어 촉촉함이 하루 종일 갑니다! 발림성이나 제형은 아주 가벼운 느낌이 들지만 바르고 나면 약간 기름진다?라고 느껴졌습니다 하지만 시간이 지나면 기름은 싹 날아가고 크림이 모공 안으로 사-악 스며들어서 속당김을 잡아주는 느낌이 들었습니다저는 많은 양을 사용하기 보다는 최대한 적은 양으로 슥슥 밀어서 스며들도록 바른 뒤 마지막에 살짞 두드려서 흡수시켜주는 방법으로 사용하고 있습니다!튜브라서 다 사용하고 나면 잘라서 끝까지 사용할 수 있는 점도 저는 너무 마음에 드네요!!",한달이상사용
에스트라 아토베리어 365크림,코기러버,민감성,웜톤,민감성,블랙헤드,5점만점에 2점,2024.02.16,복합성에 좋아요,보습에 좋아요,자극이 느껴져요,몇년전에 피부과에서 에스트라 md크림 처방받아서 쓰다가더 뒤집어져서 한동안 에스트라 트라우마가 있었는데이번에 리뉴얼됐대서 작은 희망을 가지고 사봤는데.....역시나 안맞네요ㅠㅠ.... 심하게 뒤집어지진 않았지만 얼굴이 벌개지고 가려워서바로 세수하고 잤어요....그리고 바로 당근에 팔아버렸답니다.... 하하....아무리 유명한 제품이라 해도아무거나 쓸 수 없는 민감성인 저는 정말.. 착잡합니다..안맞는 거랑 별개로 발림성이 너무 좋아요얼굴에 보호막 하나 씌운 것 같은 느낌이 들어서보습에 아주 좋을 것 같아요다시는 에스트라 안쓰는 걸로.....ㅠ,
에스트라 아토베리어 365크림,올영태닝샵,지성,쿨톤,각질,모공,5점만점에 5점,2024.02.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"캡슐 알갱이가 따갑지 않아서 좋았어요. 바를 때 알갱이 느낌이 하나도 없어서 민감성 피부가 사용하기에 좋았습니다.이번에 리뉴얼 되었는데, 기분상인지 기존보다 지성 피부도 좀 더 사용하기에 좋게 리뉴얼 된 것 같아요. 제가 심한 악지성 피부라 기존에는 바르고 나면 금방 기름지는 느낌이기는 했는데, 이번에 리뉴얼 된 크림은 좀 더 피부에 잘 먹는 느낌입니다. 보습감도 좀 더 오래가는 느낌이 들었어요. 향이나 제형은 기존과 동일해서 호불호 없이 사용가능할 것 같습니다.",
에스트라 아토베리어 365크림,달달한요정,건성,겨울쿨톤,미백,아토피,5점만점에 5점,2024.02.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"📌 본인의 피부 타입- 여름에도 건조한 건성 피부로 사계절 내내 보습 및 수분 크림은 필수로 바르고 있습니다!📌 지금까지 사용해본 에스트라 제품- 아토베리어 365 바디로션, 핸드크림, 립밤 - 에이시카 365 수분 진정결 토너1️⃣ 제형- 무향에 하얀 색감의 가벼운 크림 제형입니다- 살짝 펴발라봤을 때 캡슐이 있고, 이 캡슐은 피부에 2~3번 펴바르면 체온에 의해 바로 사르르 녹아 흡수되었어요- 캡슐 외관은 스크럽 팩에 든 알갱이처럼 보일 뿐 발림성은 전혀!! 다르게 완전 저자극으로 부드러웠습니다 ☁️- 캡슐이 왜 들어 있는지 궁금했는데 고밀도 세라마이드를 피부 장벽 빈틈에 오래 머물 수 있도록 하기위한 특허받은 에스트라만의 캡슐기술력이라고 하네요!2️⃣ 바른 후기- 참고로 저는 1세대 제품을 사용해본 적은 없습니다!- 제일 기억에 남는 점은 스킨케어 마지막에 발랐음에도 속건조와 겉건조함을 잡아주는 듯한 느낌이 들었어요!- 흡수력은 생각보다 엄청 빠르진 않고, 저녁에 자기 전에 바르고 자면 다음날 아침까지 살짝 보습력이 느껴질 정도로 지속력이 좋았습니다!- 아침에 너무 건조해서 바른 적이 있는데 그 위에 메이크업을 했는데도 밀림 같은게 없었고, 오히려 건성인 제 피부에는 저녁과 아침 언제든 발라도 좋을 듯 했어요!- 한 일주일 동안 평소 사용하던 수분, 보습 세럼을 안바르고 에스트라 365 수분 진정결 토너 - 타 브랜드 시카 세럼 - 이 제품 순서로만 발랐는데 피부결이 부드러워졌으며, 살짝 피부 광이 생긴 듯한 느낌과 피부 속과 겉이 탄탄한 느낌이 들었고, 피부 당김이나 건조함도 많이 줄어 들었어요!!- 저는 트러블이나 알러지, 따가움 같은 증상은 없었습니다💙",
에스트라 아토베리어 365크림,포르르,민감성,여름쿨톤,다크서클,모공,5점만점에 5점,2024.02.09,건성에 좋아요,보습에 좋아요,자극없이 순해요,"피부 스펙🙃:      건성, 볼과 턱쪽에 홍조, 민감성사용 후기 : 에스트라에서 유명한 아토베리어 365크림이 업그레이드 되어 돌아왔다고 하여 기대를 많이 했었눈데 감사하게도 신상 티켓팅에 당첨되어 써볼 수 있었어요! 총 사용기간은 대략 2주 정도이고, 아침 저녁 스킨케어 마지막 단계에 보습용으로 사용해주었습니다.보습 효과는 확실히 있어요! 바르자마자 피부가 촉촉해지는게 느껴져요. 그렇지만 아침에 바르기는 좀 무거운 것 같아요. 유독 유분이랑 섞여 올라오는게 심하게 느껴지더라구요. 지성분들은 사용하기 조금 힘드실 수도 있을 것 같어요. 수부지나 건성분들께 추천드려요! 저도 건성이지만 요새 코옆이 유분이 많이 올라와서 코옆과 티존은 아주 소량만 바르거나 바르지 않아요! # 좋았던 점👍 사진에도 보이듯이, 안에 작은 캡슐이 여러개 있어요. 손으로 펴 바르면 이 캡슐이 터지면서 피부에 스며드는 방식이에요.  전에 아주 미세한 캡슐이 들어간 스킨케어 제품도 제 피부에서는 자극적이었던 적이 있어서 조금 걱정이 되었는데 캡슐이 있다는 것도 모를 정도로 아무런 자극이 없습니다.. 저와 같은 고민이 있으셨던 분들은 마음 놓고 사용하셔도 될 것 같아요! 또 좋았던 점들은 - 피부 안전성 테스트를 통과해 민감한 내가 써도 괜찮았다.- 스킨케어 종류가 바뀌어도 크게 이질감 없이 잘 어울린다.였습니다.# 아쉬웠던 점😢 신상티켓팅에서 본 것처럼 홍조가 가라앉는..그런 현상은 직접적으로 체감하진 못했어요. 제가 기존에 가지고 있던 홍조, 그리고 피부 자극으로 인해 생긴 홍조 다 즉각적인 효과는 없었지만, 약간의 시원함은 느껴졌어요. 이걸 바르고 거실 잠깐 돌아다닐때, 바람에 닿는 부분이 약간 시원하더라구요. 기분탓일 수도 있으나, 그것 외에는 진정 효과를 느낀 게 없어서 진정템을 별도로 다른 제품 사용하시는 게 더 나을 것 같습니다. 신상티켓팅에서 보고 기대헌 부분이라 좀 아쉬웠어요ㅠㅠ",
에스트라 아토베리어 365크림,볼빵빵춘식이,트러블성,가을웜톤,각질,모공,5점만점에 5점,2024.02.09,지성에 좋아요,보습에 좋아요,자극없이 순해요,"❤️가격❤️신상티켓팅 라이브에서 신청해서 받았습니다!2월 9일 기준 가격: 26,400원2월 29일까지 세일중인 가격이에요!🧡장점🧡 속건조를 확실히 잡아줘요!💛사용감💛리뉴얼해서 알갱이가 작아져 발림성도 좋고흡수도 빠르고 속광이 차올라서 정말 좋아요!💚재구매💚세일이나 증정 기획 때 사두면 좋을 것 같아요!!💙총평💙수부지 보습 크림으로 추천해요!*사용기한: 2027.01.04도움이 돼요 👍🏻 꾹 부탁드립니다! 🙇🏻‍♀️",
에스트라 아토베리어 365크림,로즈니,복합성,봄웜톤,모공,미백,5점만점에 5점,2024.02.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,🫧신상티켓팅 체험단♡ᩚ🫧민감성 ⏽ 수부지 ⏽ 봄 웜톤 ⏽ 17〜밝은21호에스트라 그리고 아토베리어.. 입소문은 물론이고 엄청 유명하죵~근데 저는 이 유명템을 이제서야 써봐요..!!!🤭피부가 워낙에 민감해서 기초를 함부로 못 바꾸거든요..뒤집어질까바.. 무서워서🥹무튼 결론은 아토베리어 크림 바른지 일주일 정도 됐는데!민감한 내 피부에 아~주 잘 맞고! (트러블 1도 안남)또 속건조 있었는데 이 크림 바른 후부터는 속건조가 뭐죠?ㅋㅋ 그 정도로 속건조도 느껴지지 않고!정말 순하다는게 느껴지더라구요☺️🤍 순해 순해~저는 1세대를 안 써봐서 지금 이 2세대랑 비교는 못하겠지만다른 분들 후기도 보니 더 더 좋아진 건 확실한 거 같아요!마지막으로 제일 좋았던 두 가지를 말하자면🤔찐으로 민감한 피부에도 찰떡🤍자고 일어났을 때도 피부당김 1도 없는 거?🤍❤️💛도움이 되셨다면 아래 ❛도움이 돼요❜ 꾸욱 눌러주세요💚💙,
에스트라 아토베리어 365크림,예민마루,민감성,쿨톤,민감성,트러블,5점만점에 5점,2024.02.09,건성에 좋아요,보습에 좋아요,자극없이 순해요,"기존 1세대 제품을 사용해보긴 했었는데 제 피부에는 안맞았었어요. 캡슐 알갱이가 자극이 된건지 매번 사용할 때마다 그렇더라구요.차이는 분명 있지만 크게 바뀐게 없는 것 같은 느낌? 저처럼 기존 크림도 자극이 느껴지셨다 하시는 분이시라면, 손에서 알갱이들을 전부 녹이고 사용해주시는게 좋을 것 같아요!",
에스트라 아토베리어 365크림,꾸안꾸꾸꾹,중성,쿨톤,각질,블랙헤드,5점만점에 5점,2024.02.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"로션이나크림은 기능성보다 보습에 충실한 제품좋아합니다그래서 피지오겔,일리윤,제로이드 크림들 돌아가면서쓰는데에스트라새로나온크림이 얘네들다섞은느낌나요❣️🔎발림성 부드럽고🔎적당히유분기있으면서🔎건조하지않게오래남아있는데🔎자극없고🔎화장도안밀립니다🔎무향이구요알갱이들어있어서 홍조자극될까봐 걱정했는데 피부에알갱이느낌이하나도안나요 크림안에서 그냥 녹나봐요용량은 좀 작지만 할인이나이벤트자주하는거같으니까..다쓰면재구매할거에욧",
에스트라 아토베리어 365크림,젤리깅,복합성,여름쿨톤,모공,민감성,5점만점에 5점,2024.02.08,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"💙에스트라 아토베리어 365크림 솔직후기💙우선 리뉴얼 전 아토베리어 크림도 정말 잘 쓰고 있던 사람으로써‼️ 이번 크림도 너무 기대 됐어요👍🏻 최근에 피부과 시술 받아서 사후 관리 할 때 바를 크림을 추천받았는데, 딱 이 크림을 추천해 주시더라구요:) 진정이 필요할 때는 단계를 줄이고 피부 장벽 크림 하나만 발라 주는 게 더 도움이 된다 그러더라구요😲 올영페스타 에스트라 부스를 방문했을 때 이 크리미 출시 된다는 소식을 들었는데! 써보니 피부가 부들부들해지고 건강해지는게 체감이 되더라구요👍🏻 피부과에서도 인정한 크림이라 ✔️얼굴이 좀 민감하거나 ✔️피부 장벽 개선이 필요하신 분들은 고민 없이 사셔도 될 것 같아요! 사진은 피부과 시술를 받고 10일 동안 꾸준히 크림을 바르면서 붉은기도 가라앉고 매끈해진게 눈에 보여서 셀카 크롭한거 갖고 왔어요😄아무튼 이 크림 다 쓰면 오특이나 올영라이브 때 쟁이려구요! 기능성 크림도 좋지만 피부 장벽을 튼튼하게 해주는 게 장기적으로 봤을 때는 더 좋은 것 같아요‼️💙",
